NU_IDENTIFICADOR;IBGE;co_seq_dirigente;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;q_34_3;q_34_9;q_34_10;q_34_11;q_34_12;q_34_13;q_34_14;q_34_15;q_34_16;q_34_17;DataCenso;DataCenso_2018;q_34_2_rec;Idade;Faixas_etarias;d_34_9;d_34_11;d_34_9bin1;d_34_9bin2;d_34_9bin3;d_34_10bin1;d_34_10bin2;d_34_10bin3;d_34_10bin4;d_34_10bin5;d_34_11bin1;d_34_11bin2;d_34_11bin3;d_34_11bin4;d_34_9bin1_sum;d_34_9bin2_sum;d_34_9bin3_sum;d_34_10bin1_sum;d_34_10bin2_sum;d_34_10bin3_sum;d_34_10bin4_sum;d_34_10bin5_sum;d_34_11bin1_sum;d_34_11bin2_sum;d_34_11bin3_sum;d_34_11bin4_sum;nu_trabalhadores
43149096290;431490;1388925;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;256;239;142;253;18;20/03/2017;99; ; ;31.08.2018;8/31/2018;05/03/1981;37;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;9;6;0;1;0;0;3;8;1;0;11;20
43149096290;431490;1388985;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;253;239;293;254;272;27/01/2017; ; ; ;31.08.2018;8/31/2018;4/14/1982;36;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;9;6;0;1;0;0;3;8;1;0;11;20
43149096290;431490;1482393;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;252;239;293;254;263;13/10/2017; ; ; ;31.08.2018;8/31/2018;4/25/1974;44;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;9;6;0;1;0;0;3;8;1;0;11;20
43149096290;431490;1482378;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;255;239;293;252;20;19/04/2018;99; ; ;31.08.2018;8/31/2018;5/20/1986;32;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;9;6;0;1;0;0;3;8;1;0;11;20
43149097804;431490;1384501;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;254;239;293;254;20;02/01/2017; ; ; ;31.08.2018;8/31/2018;01/03/1979;39;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1487785;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;252;239;293;254;263;01/08/2018; ; ; ;31.08.2018;8/31/2018;04/11/1982;36;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1487706;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;252;239;293;252;272;21/04/2018; ; ; ;31.08.2018;8/31/2018;05/07/1991;27;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1487682;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;254;239;293;252;20;10/05/2018; ; ; ;31.08.2018;8/31/2018;03/02/1995;23;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;968673;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;255;239;293;254;263;13/12/2012;99; ; ;31.08.2018;8/31/2018;11/26/1945;72;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;510176;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;254;239;293;254;20;15/08/2017; ; ; ;31.08.2018;8/31/2018;12/22/1960;57;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1074842;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;255;239;293;248;20;11/05/2015;2; ; ;31.08.2018;8/31/2018;05/07/1970;48;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1487792;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;253;239;293;254;263;01/08/2018; ; ; ;31.08.2018;8/31/2018;08/11/1964;54;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1209867;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;252;239;293;252;20;08/04/2016; ; ; ;31.08.2018;8/31/2018;09/08/1957;60;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1487812;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;255;239;293;254;263;01/10/2018;99; ; ;31.08.2018;8/31/2018;8/20/1968;50;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1487806;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;255;239;293;254;263;06/10/2018;99; ; ;31.08.2018;8/31/2018;11/18/1968;49;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1402524;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;253;239;293;248;20;12/10/2018; ; ; ;31.08.2018;8/31/2018;1/22/1975;43;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1487774;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;255;239;293;252;20;01/02/2018;99; ; ;31.08.2018;8/31/2018;02/09/1986;32;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1384830;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;252;239;293;252;263;01/06/2017; ; ; ;31.08.2018;8/31/2018;08/04/1976;42;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1487723;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;253;239;293;252;263;04/05/2018; ; ; ;31.08.2018;8/31/2018;2/13/1999;19;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1384466;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;252;239;293;254;263;27/09/2017; ; ; ;31.08.2018;8/31/2018;5/25/1979;39;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;1487797;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;2;255;239;293;254;263;01/08/2018;99; ; ;31.08.2018;8/31/2018;08/04/1981;37;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43156098076;431560;1064091;4315602;43;4;Rio Grande;197228;189429;7799;Grande;2709,522;1;253;239;293;252;18;19/05/2010;99;99;99;31.08.2018;8/31/2018;3/28/1978;40;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;5;4;1;2;0;0;1;2;0;3;7;12
43156098076;431560;1492447;4315602;43;4;Rio Grande;197228;189429;7799;Grande;2709,522;1;256;239;291;253;18;01/04/2018;2;2;2;31.08.2018;8/31/2018;03/02/1996;22;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;4;1;2;0;0;1;2;0;3;7;12
43156098076;431560;1383020;4315602;43;4;Rio Grande;197228;189429;7799;Grande;2709,522;2;253;239;292;251;20;02/04/2017;1;1;1;31.08.2018;8/31/2018;7/17/1960;58;4;0;3;1; ; ; ; ; ; ; ; ; ;1; ;3;5;4;1;2;0;0;1;2;0;3;7;12
43156098076;431560;1492491;4315602;43;4;Rio Grande;197228;189429;7799;Grande;2709,522;2;255;239;292;254;20;01/03/2018;1;1;1;31.08.2018;8/31/2018;11/03/1967;50;3;1;3; ;1; ; ; ; ; ; ; ; ;1; ;3;5;4;1;2;0;0;1;2;0;3;7;12
43156098076;431560;1492381;4315602;43;4;Rio Grande;197228;189429;7799;Grande;2709,522;1;256;239;291;253;262;01/01/2018;2;2;2;31.08.2018;8/31/2018;04/09/1972;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;4;1;2;0;0;1;2;0;3;7;12
43156098076;431560;1492572;4315602;43;4;Rio Grande;197228;189429;7799;Grande;2709,522;1;252;239;293;252;20;01/08/2018;99;99;99;31.08.2018;8/31/2018;8/26/1968;50;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;5;4;1;2;0;0;1;2;0;3;7;12
43187097556;431870;1494222;4318705;43;4;São Leopold;214087;213238;849;Grande;102,738;1;255;239;142;253;18;30/04/2018;2; ; ;31.08.2018;8/31/2018;5/14/1977;41;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;4;2;0;2;0;0;0;1;0;0;5;6
50027095878;500270;995384;5002704;50;5;Campo Grand;786797;776242;10555;Grande;8092,951;1;252;239;266;252;20;23/09/2017; ; ; ;31.08.2018;8/31/2018;4/21/1964;54;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;12;27;0;7;0;2;4;6;0;2;34;42
50027095878;500270;1355028;5002704;50;5;Campo Grand;786797;776242;10555;Grande;8092,951;1;254;239;266;254;20;26/06/2017; ; ; ;31.08.2018;8/31/2018;02/02/1962;56;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;12;27;0;7;0;2;4;6;0;2;34;42
50027095878;500270;511146;5002704;50;5;Campo Grand;786797;776242;10555;Grande;8092,951;1;253;239;266;252;20;22/10/2018; ; ; ;31.08.2018;8/31/2018;11/12/1974;43;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;12;27;0;7;0;2;4;6;0;2;34;42
50037098046;500370;1320556;5003702;50;5;Dourados;196035;181005;15030;Grande;4086,237;1;255;239;142;254;20;17/04/2017;99;99;99;31.08.2018;8/31/2018;02/07/1975;43;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;3;4;0;3;0;0;1;4;0;0;3;7
50083098024;500830;872201;5008305;50;5;Três Lagoas;101791;97069;4722;Grande;10206,949;1;254;239;138;251;18;09/06/2017; ; ; ;31.08.2018;8/31/2018;02/10/1962;56;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;2;4;6;0;4;0;0;2;4;0;8;0;12
50083098024;500830;988947;5008305;50;5;Três Lagoas;101791;97069;4722;Grande;10206,949;1;252;239;292;248;20;02/09/2015; ; ; ;31.08.2018;8/31/2018;8/23/1987;31;2;0;3;1; ; ; ; ; ; ; ; ; ;1; ;2;4;6;0;4;0;0;2;4;0;8;0;12
50083098024;500830;511268;5008305;50;5;Três Lagoas;101791;97069;4722;Grande;10206,949;1;255;239;292;250;20;01/05/2014;4;4;99;31.08.2018;8/31/2018;6/20/1981;37;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;2;4;6;0;4;0;0;2;4;0;8;0;12
51084097234;510840;974033;5108402;51;5;Várzea Gran;252596;248704;3892;Grande;1048,21;2;252;239;138;254;20;23/11/2011; ; ; ;31.08.2018;8/31/2018;06/02/1958;60;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;2;5;2;0;1;0;0;0;3;0;1;5;9
51084097234;510840;1004689;5108402;51;5;Várzea Gran;252596;248704;3892;Grande;1048,21;1;254;239;266;252;20;02/02/2015; ; ; ;31.08.2018;8/31/2018;09/04/1965;52;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;5;2;0;1;0;0;0;3;0;1;5;9
52011095898;520110;1200418;5201108;52;5;Anápolis;334613;328755;5858;Grande;933,156;2;255;239;292;248;20;07/12/2011;2;2;3;31.08.2018;8/31/2018;7/14/1957;61;5;1;3; ;1; ; ; ; ; ; ; ; ;1; ;2;2;1;0;0;0;0;0;0;1;4;0;5
52011095898;520110;675113;5201108;52;5;Anápolis;334613;328755;5858;Grande;933,156;1;253;239;139;252;18;15/02/2011; ; ; ;31.08.2018;8/31/2018;1/19/1964;54;4;0;2;1; ; ; ; ; ; ; ; ;1; ; ;2;2;1;0;0;0;0;0;0;1;4;0;5
52011095898;520110;1200513;5201108;52;5;Anápolis;334613;328755;5858;Grande;933,156;2;252;239;292;248;18;17/08/2012; ; ; ;31.08.2018;8/31/2018;8/19/1975;43;3;0;3;1; ; ; ; ; ; ; ; ; ;1; ;2;2;1;0;0;0;0;0;0;1;4;0;5
52011095898;520110;1200457;5201108;52;5;Anápolis;334613;328755;5858;Grande;933,156;2;255;239;292;248;18;02/12/2013;3;3;3;31.08.2018;8/31/2018;08/12/1983;35;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;2;2;1;0;0;0;0;0;0;1;4;0;5
52014096138;520140;901429;5201405;52;5;Aparecida d;455657;455193;464;Grande;278,539;2;256;239;292;251;20;02/01/2017;1;2;99;31.08.2018;8/31/2018;10/09/1990;27;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;4;4;0;1;0;0;1;0;0;9;0;9
52014096138;520140;1349225;5201405;52;5;Aparecida d;455657;455193;464;Grande;278,539;2;255;239;292;21;20;02/01/2017;1;2;99;31.08.2018;8/31/2018;07/03/1990;28;1;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;4;4;0;1;0;0;1;0;0;9;0;9
52014096138;520140;1191212;5201405;52;5;Aparecida d;455657;455193;464;Grande;278,539;1;255;239;292;252;20;02/01/2017;99;99;99;31.08.2018;8/31/2018;10/05/1973;44;3;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;4;4;0;1;0;0;1;0;0;9;0;9
52014096138;520140;1231964;5201405;52;5;Aparecida d;455657;455193;464;Grande;278,539;1;254;239;292;248;263;01/02/2018; ; ; ;31.08.2018;8/31/2018;9/20/1978;39;2;0;3;1; ; ; ; ; ; ; ; ; ;1; ;1;4;4;0;1;0;0;1;0;0;9;0;9
52080098058;520800;668236;5208004;52;5;Formosa;100085;92023;8062;Grande;5811,788;1;255;239;291;248;20;02/01/2017;2;99;99;31.08.2018;8/31/2018;12/04/1960;57;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;1;3;1;1;0;0;1;0;0;0;4;4
52087098137;520870;281623;5208707;52;5;Goiânia;1302001;1297076;4925;Metrópole;728,841;1;255;239;138;248;18;27/09/2013;3; ; ;31.08.2018;8/31/2018;9/29/1972;45;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;13;15;1;8;0;1;4;9;0;1;19;29
52218598100;522185;1443442;5221858;52;5;Valparaíso;132982;132982;0;Grande;61,45;2;255;239;142;254;20;01/06/2018;1; ; ;31.08.2018;8/31/2018;07/07/1956;62;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;2;4;3;1;0;0;0;0;3;0;5;8
52218598100;522185;1257670;5221858;52;5;Valparaíso;132982;132982;0;Grande;61,45;1;253;239;139;252;20;03/01/2017; ; ; ;31.08.2018;8/31/2018;02/11/1954;64;5;0;2;1; ; ; ; ; ; ; ; ;1; ; ;2;2;4;3;1;0;0;0;0;3;0;5;8
52218598100;522185;1443448;5221858;52;5;Valparaíso;132982;132982;0;Grande;61,45;1;254;239;139;252;20;01/01/2018; ; ; ;31.08.2018;8/31/2018;4/17/1968;50;3;0;2;1; ; ; ; ; ; ; ; ;1; ; ;2;2;4;3;1;0;0;0;0;3;0;5;8
52218598100;522185;1443444;5221858;52;5;Valparaíso;132982;132982;0;Grande;61,45;2;255;239;139;251;20;01/01/2018;1; ; ;31.08.2018;8/31/2018;08/11/1983;35;2;1;2; ;1; ; ; ; ; ; ; ;1; ; ;2;2;4;3;1;0;0;0;0;3;0;5;8
53001097546;530010;1061703;5300108;53;5;Brasília;2570160;2482210;87950;Metrópole;5779,997;2;255;239;293;252;20;06/01/2014;99; ; ;31.08.2018;8/31/2018;12/03/1962;55;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;10;10;0;1;0;0;1;11;0;0;10;21
53001097546;530010;512496;5300108;53;5;Brasília;2570160;2482210;87950;Metrópole;5779,997;2;255;239;293;252;20;31/01/2015;99; ; ;31.08.2018;8/31/2018;8/26/1968;50;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;10;10;0;1;0;0;1;11;0;0;10;21
53001097546;530010;1213854;5300108;53;5;Brasília;2570160;2482210;87950;Metrópole;5779,997;2;255;239;293;252;20;12/01/2014;99; ; ;31.08.2018;8/31/2018;07/03/1972;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;10;10;0;1;0;0;1;11;0;0;10;21
53001097546;530010;1213785;5300108;53;5;Brasília;2570160;2482210;87950;Metrópole;5779,997;2;256;239;293;252;20;27/06/2014;99; ; ;31.08.2018;8/31/2018;11/27/1977;40;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;10;10;0;1;0;0;1;11;0;0;10;21
53001097546;530010;1061754;5300108;53;5;Brasília;2570160;2482210;87950;Metrópole;5779,997;2;255;239;293;252;20;06/01/2014;99; ; ;31.08.2018;8/31/2018;1/28/1983;35;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;10;10;0;1;0;0;1;11;0;0;10;21
53001097546;530010;1061871;5300108;53;5;Brasília;2570160;2482210;87950;Metrópole;5779,997;2;257;239;293;252;20;06/01/2014;99; ; ;31.08.2018;8/31/2018;7/28/1979;39;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;10;10;0;1;0;0;1;11;0;0;10;21
53001097546;530010;1061623;5300108;53;5;Brasília;2570160;2482210;87950;Metrópole;5779,997;1;253;239;293;252;20;06/01/2014; ; ; ;31.08.2018;8/31/2018;05/09/1972;46;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;10;10;0;1;0;0;1;11;0;0;10;21
53001097546;530010;512663;5300108;53;5;Brasília;2570160;2482210;87950;Metrópole;5779,997;2;255;239;293;252;20;06/01/2014;99; ; ;31.08.2018;8/31/2018;5/28/1977;41;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;10;10;0;1;0;0;1;11;0;0;10;21
11002096408;110020;1098017;1100205;11;1;Porto Velho;428527;390733;37794;Grande;34090,962;1;257;238;138;254;20;30/05/2014;99;99;99;31.08.2018;8/31/2018;7/24/1984;34;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;0;3;0;0;0;0;1;2;0;1;0;3
12004097308;120040;733500;1200401;12;1;Rio Branco;336038;308545;27493;Grande;8834,942;2;253;238;293;251;20;23/12/2012;1; ; ;31.08.2018;8/31/2018;6/30/1957;61;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;13;7;0;4;0;0;1;3;0;1;22;26
12004097308;120040;1006717;1200401;12;1;Rio Branco;336038;308545;27493;Grande;8834,942;2;256;238;293;248;20;02/12/2013;3;2;99;31.08.2018;8/31/2018;7/16/1976;42;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;13;7;0;4;0;0;1;3;0;1;22;26
12004097308;120040;733589;1200401;12;1;Rio Branco;336038;308545;27493;Grande;8834,942;2;258;238;138;248;272;04/09/2008;2;99;99;31.08.2018;8/31/2018;8/20/1981;37;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;6;13;7;0;4;0;0;1;3;0;1;22;26
12004097308;120040;1382479;1200401;12;1;Rio Branco;336038;308545;27493;Grande;8834,942;1;256;238;293;248;20;28/01/2017;3;2;99;31.08.2018;8/31/2018;5/30/1986;32;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;13;7;0;4;0;0;1;3;0;1;22;26
12004097308;120040;1393527;1200401;12;1;Rio Branco;336038;308545;27493;Grande;8834,942;1;257;238;293;248;20;03/11/2016;2;3;99;31.08.2018;8/31/2018;10/24/1990;27;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;13;7;0;4;0;0;1;3;0;1;22;26
13025098092;130250;1335855;1302504;13;1;Manacapuru;85141;60174;24967;Médio;7336,579;1;255;238;264;252;20;01/01/2017;99;99;99;31.08.2018;8/31/2018;06/02/1986;32;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;4;3;0;2;0;0;1;0;0;0;8;8
13025098092;130250;1335869;1302504;13;1;Manacapuru;85141;60174;24967;Médio;7336,579;2;255;238;264;248;20;01/01/2017;3;3;3;31.08.2018;8/31/2018;9/17/1963;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;4;3;0;2;0;0;1;0;0;0;8;8
13025098092;130250;1335843;1302504;13;1;Manacapuru;85141;60174;24967;Médio;7336,579;1;255;238;264;251;20;01/01/2017;3;3;3;31.08.2018;8/31/2018;06/10/1980;38;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;4;3;0;2;0;0;1;0;0;0;8;8
13025098092;130250;1335879;1302504;13;1;Manacapuru;85141;60174;24967;Médio;7336,579;2;255;238;264;248;20;01/01/2017;3;3;3;31.08.2018;8/31/2018;9/17/1963;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;4;3;0;2;0;0;1;0;0;0;8;8
13026095800;130260;888773;1302603;13;1;Manaus;1802014;1792881;9133;Metrópole;11401,092;2;257;238;142;251;272;22/01/2018;2;2;2;31.08.2018;8/31/2018;5/22/1958;60;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;3;4;0;2;0;0;1;2;2;0;4;8
13205303522;320530;1373880;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;255;238;264;254;20;02/05/2017;2;2;99;31.08.2018;8/31/2018;5/29/1971;47;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1202290;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;256;238;264;251;20;21/09/2016;2;99;99;31.08.2018;8/31/2018;07/11/1976;42;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1373889;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;255;238;264;248;20;22/02/2017;2;2;99;31.08.2018;8/31/2018;4/23/1987;31;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1469802;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;2;256;238;264;248;20;02/02/2018;2;2;99;31.08.2018;8/31/2018;10/10/1983;34;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1373277;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;255;238;264;248;20;27/09/2017;2;2;99;31.08.2018;8/31/2018;7/31/1991;27;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1469881;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;2;255;238;264;254;272;07/12/2017;2;99;99;31.08.2018;8/31/2018;4/18/1993;25;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1202738;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;255;238;264;248;20;27/09/2016;2;2;99;31.08.2018;8/31/2018;3/19/1966;52;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13205303522;320530;1373870;3205309;32;3;Vitória;327801;327801;0;Grande;96,536;1;255;238;264;254;20;02/03/2017;2;99;99;31.08.2018;8/31/2018;11/24/1962;55;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;17;20;3;6;0;1;6;1;0;0;40;41
13509503551;350950;669914;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;2;255;238;293;254;20;08/01/1997;2;99;99;31.08.2018;8/31/2018;05/06/1963;55;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;5;9;0;2;1;0;3;10;0;0;5;15
13509503551;350950;669721;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;2;253;238;293;254;20;23/03/2009;99;99;99;31.08.2018;8/31/2018;10/03/1968;49;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;5;9;0;2;1;0;3;10;0;0;5;15
13509503551;350950;979862;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;2;255;238;293;254;263;21/07/2005;2;99;99;31.08.2018;8/31/2018;04/07/1972;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;5;9;0;2;1;0;3;10;0;0;5;15
13509503551;350950;669902;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;2;255;238;293;254;18;01/02/2009;1;99;99;31.08.2018;8/31/2018;4/28/1962;56;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;5;9;0;2;1;0;3;10;0;0;5;15
13509503551;350950;1179851;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571;2;255;238;138;254;20;25/05/2016;2;99;99;31.08.2018;8/31/2018;09/02/1976;41;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;5;9;0;2;1;0;3;10;0;0;5;15
13547802262;354780;481219;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;255;238;142;248;20;13/03/2014;3; ; ;31.08.2018;8/31/2018;1/17/1969;49;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;329477;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;256;238;142;248;20;02/11/2007;3; ; ;31.08.2018;8/31/2018;10/17/1965;52;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1339929;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;255;238;142;248;20;01/12/2016;3; ; ;31.08.2018;8/31/2018;12/02/1963;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;329484;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;2;255;238;138;251;20;10/07/2017;1; ; ;31.08.2018;8/31/2018;04/09/1964;54;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1101596;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;2;255;238;142;248;20;04/02/2015;3; ; ;31.08.2018;8/31/2018;5/22/1969;49;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1490917;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;256;238;139;248;20;05/01/2018;3; ; ;31.08.2018;8/31/2018;12/22/1968;49;3;1;2; ;1; ; ; ; ; ; ; ;1; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1101418;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;255;238;142;248;20;20/03/2013;3; ; ;31.08.2018;8/31/2018;11/09/1972;45;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;329494;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;255;238;142;248;20;01/06/2009;3; ; ;31.08.2018;8/31/2018;04/11/1961;57;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
