NU_IDENTIFICADOR;IBGE;co_seq_dirigente;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;q_34_3;q_34_9;q_34_10;q_34_11;q_34_12;q_34_13;q_34_14;q_34_15;q_34_16;q_34_17;DataCenso;DataCenso_2018;q_34_2_rec;Idade;Faixas_etarias;d_34_9;d_34_11;d_34_9bin1;d_34_9bin2;d_34_9bin3;d_34_10bin1;d_34_10bin2;d_34_10bin3;d_34_10bin4;d_34_10bin5;d_34_11bin1;d_34_11bin2;d_34_11bin3;d_34_11bin4;d_34_9bin1_sum;d_34_9bin2_sum;d_34_9bin3_sum;d_34_10bin1_sum;d_34_10bin2_sum;d_34_10bin3_sum;d_34_10bin4_sum;d_34_10bin5_sum;d_34_11bin1_sum;d_34_11bin2_sum;d_34_11bin3_sum;d_34_11bin4_sum;nu_trabalhadores
35510095990;355100;843671;3551009;35;3;São Vicente;332445;331817;628;Grande;148,1;1;257;273;138;21;20;01/02/2017;1; ; ;31.08.2018;8/31/2018;09/03/1955;62;5;2;1; ; ;1; ;1; ; ; ;1; ; ; ;5;5;5;0;4;0;0;1;6;0;1;8;15
35510095990;355100;355959;3551009;35;3;São Vicente;332445;331817;628;Grande;148,1;1;257;273;138;249;18;10/09/2018;2; ; ;31.08.2018;8/31/2018;11/30/1974;43;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;5;5;5;0;4;0;0;1;6;0;1;8;15
35510095990;355100;239411;3551009;35;3;São Vicente;332445;331817;628;Grande;148,1;1;257;273;138;249;18;01/02/2017;2; ; ;31.08.2018;8/31/2018;03/07/1964;54;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;5;5;5;0;4;0;0;1;6;0;1;8;15
35510095990;355100;844992;3551009;35;3;São Vicente;332445;331817;628;Grande;148,1;1;257;273;138;249;18;01/03/2017;2; ; ;31.08.2018;8/31/2018;9/23/1985;32;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;5;5;5;0;4;0;0;1;6;0;1;8;15
35517098026;355170;333122;3551702;35;3;Sertãozinho;110074;108772;1302;Grande;403,089;1;257;273;138;249;18;01/07/2018;2;3;99;31.08.2018;8/31/2018;05/09/1981;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;6;6;2;1;0;0;1;8;0;2;3;13
35522096410;355220;484363;3552205;35;3;Sorocaba;586625;580655;5970;Grande;450,382;1;257;273;138;249;18;01/06/2018;2;4;99;31.08.2018;8/31/2018;10/13/1983;34;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;3;7;1;2;0;0;1;10;0;0;0;10
35522096410;355220;915292;3552205;35;3;Sorocaba;586625;580655;5970;Grande;450,382;1;257;273;138;249;18;01/06/2018;2;4;99;31.08.2018;8/31/2018;05/02/1974;44;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;3;7;1;2;0;0;1;10;0;0;0;10
35528097718;355280;507875;3552809;35;3;Taboão da S;244528;244528;0;Grande;20,388;1;257;273;138;249;18;25/09/2017;2; ; ;31.08.2018;8/31/2018;5/20/1969;49;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;7;3;7;0;2;0;0;0;8;0;3;6;17
35528097718;355280;977611;3552809;35;3;Taboão da S;244528;244528;0;Grande;20,388;1;257;273;138;248;20;11/07/2018;2; ; ;31.08.2018;8/31/2018;08/07/1989;29;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;7;3;7;0;2;0;0;0;8;0;3;6;17
35541097994;355410;1470862;3554102;35;3;Taubaté;278686;272673;6013;Grande;625,003;1;257;273;138;249;18;10/07/2018;2;99;3;31.08.2018;8/31/2018;3/19/1966;52;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;6;9;0;4;0;1;3;16;1;0;0;17
35541097994;355410;103010;3554102;35;3;Taubaté;278686;272673;6013;Grande;625,003;1;257;273;138;248;20;17/07/2018;3;4;99;31.08.2018;8/31/2018;3/14/1967;51;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;6;9;0;4;0;1;3;16;1;0;0;17
35541097994;355410;1213694;3554102;35;3;Taubaté;278686;272673;6013;Grande;625,003;1;257;273;138;21;18;06/10/2016;1;2;99;31.08.2018;8/31/2018;06/08/1972;46;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;6;9;0;4;0;1;3;16;1;0;0;17
35541097994;355410;1422267;3554102;35;3;Taubaté;278686;272673;6013;Grande;625,003;1;257;273;138;249;18;06/11/2017;2;99;3;31.08.2018;8/31/2018;5/15/1991;27;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;6;9;0;4;0;1;3;16;1;0;0;17
41014098054;410140;66443;4101408;41;4;Apucarana;120919;114098;6821;Grande;558,389;1;258;273;138;249;20;29/07/2015;99;4;99;31.08.2018;8/31/2018;11/05/1972;45;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;1;3;1;1;0;0;0;4;0;2;0;6
41015098099;410150;665551;4101507;41;4;Arapongas;104150;101851;2299;Grande;382,215;2;257;273;138;249;18;01/03/2018;2; ; ;31.08.2018;8/31/2018;10/02/1975;42;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;4;2;0;1;0;0;0;7;0;0;0;7
41042098089;410420;436296;4104204;41;4;Campo Largo;112377;94171;18206;Grande;1243,552;1;257;273;138;249;18;01/10/2018;2;4; ;31.08.2018;8/31/2018;09/10/1966;51;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;4;5;1;2;0;0;1;8;0;0;2;10
41042098089;410420;960149;4104204;41;4;Campo Largo;112377;94171;18206;Grande;1243,552;1;257;273;138;249;18;02/06/2014;2;4; ;31.08.2018;8/31/2018;4/30/1977;41;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;4;5;1;2;0;0;1;8;0;0;2;10
41058098102;410580;741199;4105805;41;4;Colombo;212967;203203;9764;Grande;197,793;2;257;273;138;249;18;24/03/2015;2;99;99;31.08.2018;8/31/2018;07/02/1967;51;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;4;4;1;1;0;0;1;6;0;2;2;10
41069096322;410690;556276;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;26/02/2018;2; ; ;31.08.2018;8/31/2018;3/24/1975;43;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;7;5;0;2;0;1;0;13;0;0;0;13
41069096322;410690;325420;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;21;20;16/08/2017;2; ; ;31.08.2018;8/31/2018;11/09/1973;44;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;7;5;0;2;0;1;0;13;0;0;0;13
41069096438;410690;570619;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;12/12/2017;2;99;99;31.08.2018;8/31/2018;4/25/1978;40;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;6;6;0;3;0;0;0;12;0;0;0;12
41069096438;410690;886272;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;03/03/2017;2;99;99;31.08.2018;8/31/2018;10/25/1988;29;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;6;6;0;3;0;0;0;12;0;0;0;12
41069096438;410690;664533;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;21;20;29/06/2018;1;2;99;31.08.2018;8/31/2018;10/19/1969;48;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;6;6;0;3;0;0;0;12;0;0;0;12
41069097716;410690;733577;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;20/09/2017;2; ; ;31.08.2018;8/31/2018;03/10/1989;29;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;7;1;2;0;0;1;9;0;0;0;9
41069097716;410690;325496;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;22/05/2017;2; ; ;31.08.2018;8/31/2018;09/03/1967;50;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;7;1;2;0;0;1;9;0;0;0;9
41069097818;410690;325404;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;13/09/2005;2; ; ;31.08.2018;8/31/2018;1/26/1976;42;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;2;4;0;2;0;0;0;7;0;0;0;7
41069097818;410690;336984;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;258;273;138;21;20;27/08/2018;1;2;3;31.08.2018;8/31/2018;3/31/1966;52;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;2;4;0;2;0;0;0;7;0;0;0;7
41069097826;410690;325679;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;23/08/2018;2;99;99;31.08.2018;8/31/2018;10/14/1977;40;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;4;1;2;0;0;0;6;0;0;0;6
41069097826;410690;839464;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;15/05/2018;2;99;99;31.08.2018;8/31/2018;05/02/1981;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;4;1;2;0;0;0;6;0;0;0;6
41069097894;410690;486264;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;13/06/2018;2;99;99;31.08.2018;8/31/2018;08/02/1969;49;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;5;6;0;2;0;0;0;11;0;0;0;11
41069097894;410690;902403;4106902;41;4;Curitiba;1751907;1751907;0;Metrópole;435,036;1;257;273;138;249;18;15/05/2018;2;99;99;31.08.2018;8/31/2018;03/02/1958;60;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;5;6;0;2;0;0;0;11;0;0;0;11
41076598124;410765;1179069;4107652;41;4;Fazenda Rio;81675;75928;5747;Médio;116,678;1;258;273;138;249;20;01/07/2016;2;99;99;31.08.2018;8/31/2018;07/06/1984;34;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;4;2;0;2;0;0;0;6;0;0;0;6
41076598124;410765;523176;4107652;41;4;Fazenda Rio;81675;75928;5747;Médio;116,678;2;257;273;138;21;20;27/09/2012;2;99;99;31.08.2018;8/31/2018;12/30/1977;40;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;4;2;0;2;0;0;0;6;0;0;0;6
41083096488;410830;1342849;4108304;41;4;Foz do Igua;256088;253962;2126;Grande;618,353;2;257;273;138;249;20;25/09/2017;2;4;99;31.08.2018;8/31/2018;08/06/1994;24;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;4;7;0;2;0;1;1;12;0;0;1;13
41083096488;410830;1202569;4108304;41;4;Foz do Igua;256088;253962;2126;Grande;618,353;1;257;273;138;249;18;08/06/2018;2;4;99;31.08.2018;8/31/2018;05/04/1969;49;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;4;7;0;2;0;1;1;12;0;0;1;13
41152096128;411520;709978;4115200;41;4;Maringá;357077;350653;6424;Grande;487,052;1;257;273;138;249;18;03/02/2015;2;2;2;31.08.2018;8/31/2018;7/17/1990;28;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;10;9;1;4;0;0;2;20;0;0;2;22
41152096128;411520;725352;4115200;41;4;Maringá;357077;350653;6424;Grande;487,052;1;257;273;138;249;18;28/09/2012;2;2;2;31.08.2018;8/31/2018;04/08/1965;53;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;10;9;1;4;0;0;2;20;0;0;2;22
41152096128;411520;889260;4115200;41;4;Maringá;357077;350653;6424;Grande;487,052;2;257;273;138;249;18;17/03/2014;3;3;3;31.08.2018;8/31/2018;11/05/1979;38;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;10;9;1;4;0;0;2;20;0;0;2;22
41152096128;411520;510644;4115200;41;4;Maringá;357077;350653;6424;Grande;487,052;2;257;273;293;249;272;01/09/2015;99;99;99;31.08.2018;8/31/2018;7/17/1985;33;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;10;9;1;4;0;0;2;20;0;0;2;22
41182098113;411820;699167;4118204;41;4;Paranaguá;140469;135386;5083;Grande;826,674;1;258;273;138;21;18;27/04/2018;1;2;3;31.08.2018;8/31/2018;3/28/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;3;5;0;1;0;0;0;11;0;0;0;11
41199095944;411990;102601;4119905;41;4;Ponta Gross;311611;304733;6878;Grande;2054,732;1;258;273;139;21;18;19/01/2015;2; ; ;31.08.2018;8/31/2018;08/12/1979;39;2;2;2; ; ;1; ;1; ; ; ; ;1; ; ;0;4;4;0;2;0;0;1;0;7;1;0;8
41199095944;411990;1088979;4119905;41;4;Ponta Gross;311611;304733;6878;Grande;2054,732;1;257;273;139;249;18;02/01/2018;2; ; ;31.08.2018;8/31/2018;11/05/1952;65;5;2;2; ; ;1; ;1; ; ; ; ;1; ; ;0;4;4;0;2;0;0;1;0;7;1;0;8
41255095964;412550;663163;4125506;41;4;São José do;264210;236895;27315;Grande;946,435;1;258;273;138;249;18;20/07/2018;2;4;99;31.08.2018;8/31/2018;1/19/1985;33;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;5;9;1;3;0;0;2;14;0;1;0;15
41255095964;412550;383276;4125506;41;4;São José do;264210;236895;27315;Grande;946,435;1;257;273;138;249;18;12/06/2017;3;2;99;31.08.2018;8/31/2018;08/12/1988;30;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;5;9;1;3;0;0;2;14;0;1;0;15
41255095964;412550;231134;4125506;41;4;São José do;264210;236895;27315;Grande;946,435;1;258;273;138;21;272;15/03/2018;1;2;3;31.08.2018;8/31/2018;03/06/1963;55;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;5;9;1;3;0;0;2;14;0;1;0;15
41281097928;412810;688691;4128104;41;4;Umuarama;100676;93455;7221;Grande;1234,537;1;257;273;138;249;18;16/07/2018;2;2;2;31.08.2018;8/31/2018;5/20/1985;33;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;5;6;0;3;0;0;2;9;2;1;1;13
41281097928;412810;705166;4128104;41;4;Umuarama;100676;93455;7221;Grande;1234,537;1;257;273;138;249;18;06/02/2012;2;2;2;31.08.2018;8/31/2018;08/03/1959;59;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;5;6;0;3;0;0;2;9;2;1;1;13
41281097928;412810;236758;4128104;41;4;Umuarama;100676;93455;7221;Grande;1234,537;1;257;273;139;21;263;01/02/2001;2;2;1;31.08.2018;8/31/2018;5/17/1969;49;3;2;2; ; ;1; ;1; ; ; ; ;1; ; ;2;5;6;0;3;0;0;2;9;2;1;1;13
42014098079;420140;882832;4201406;42;4;Araranguá;61310;50526;10784;Médio;303,299;1;257;273;266;249;18;11/04/2018;99;99; ;31.08.2018;8/31/2018;12/04/1973;44;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;1;5;1;1;0;0;2;1;3;1;1;6
42024096132;420240;281200;4202404;42;4;Blumenau;309011;294773;14238;Grande;518,497;1;257;273;138;249;18;09/11/2015;2;2;2;31.08.2018;8/31/2018;12/05/1981;36;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;11;0;4;0;0;2;16;3;0;0;19
42024096132;420240;703788;4202404;42;4;Blumenau;309011;294773;14238;Grande;518,497;1;258;273;138;249;18;22/01/2018;3;3;3;31.08.2018;8/31/2018;03/09/1968;50;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;11;0;4;0;0;2;16;3;0;0;19
42024096132;420240;279803;4202404;42;4;Blumenau;309011;294773;14238;Grande;518,497;1;257;273;138;21;20;28/08/2017;99;99;99;31.08.2018;8/31/2018;8/28/1970;48;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;11;0;4;0;0;2;16;3;0;0;19
42024096132;420240;1015080;4202404;42;4;Blumenau;309011;294773;14238;Grande;518,497;1;257;273;138;249;18;01/06/2017;2;2;2;31.08.2018;8/31/2018;8/24/1977;41;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;8;11;0;4;0;0;2;16;3;0;0;19
42029098143;420290;411420;4202909;42;4;Brusque;105503;102025;3478;Grande;283,223;1;258;273;138;21;20;01/08/2018;2; ; ;31.08.2018;8/31/2018;4/21/1986;32;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;4;0;2;0;0;1;4;0;0;0;4
42029098143;420290;574792;4202909;42;4;Brusque;105503;102025;3478;Grande;283,223;2;257;273;138;249;20;01/09/2015;2; ; ;31.08.2018;8/31/2018;6/20/1970;48;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;0;4;0;2;0;0;1;4;0;0;0;4
42046097682;420460;573384;4204608;42;4;Criciúma;192308;189630;2678;Grande;235,701;1;257;273;138;254;18;28/05/2018;2;2;2;31.08.2018;8/31/2018;01/02/1977;41;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;3;3;2;1;1;0;0;0;1;0;4;3;8
42054095896;420540;739362;4205407;42;4;Florianópol;421240;405286;15954;Grande;675,409;1;258;273;138;21;18;18/04/2018;1; ; ;31.08.2018;8/31/2018;3/14/1978;40;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;10;12;0;5;0;0;3;22;0;0;0;22
42054095896;420540;927962;4205407;42;4;Florianópol;421240;405286;15954;Grande;675,409;1;257;273;138;249;272;16/04/2014;2; ; ;31.08.2018;8/31/2018;9/26/1988;29;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;10;12;0;5;0;0;3;22;0;0;0;22
42054095896;420540;723865;4205407;42;4;Florianópol;421240;405286;15954;Grande;675,409;1;257;273;138;249;18;10/02/2014;2; ; ;31.08.2018;8/31/2018;05/01/1991;27;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;10;12;0;5;0;0;3;22;0;0;0;22
42054095896;420540;1075451;4205407;42;4;Florianópol;421240;405286;15954;Grande;675,409;2;257;273;138;249;18;06/05/2015;2; ; ;31.08.2018;8/31/2018;01/10/1968;50;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;10;12;0;5;0;0;3;22;0;0;0;22
42054095896;420540;1192931;4205407;42;4;Florianópol;421240;405286;15954;Grande;675,409;1;257;273;138;249;18;10/11/1995;2; ; ;31.08.2018;8/31/2018;04/12/1972;46;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;10;12;0;5;0;0;3;22;0;0;0;22
42091094704;420910;1044695;4209102;42;4;Joinville;515288;497850;17438;Grande;1126,106;1;257;273;138;249;18;21/02/2018;3;4; ;31.08.2018;8/31/2018;08/12/1979;39;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;4;14;0;2;0;0;3;18;0;0;0;18
42091094704;420910;329553;4209102;42;4;Joinville;515288;497850;17438;Grande;1126,106;1;258;273;138;249;18;01/08/2016;2; ; ;31.08.2018;8/31/2018;12/19/1956;61;5;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;4;14;0;2;0;0;3;18;0;0;0;18
42093098048;420930;447819;4209300;42;4;Lages;156727;153937;2790;Grande;2631,504;1;257;273;138;21;18;31/03/2017;1;2;2;31.08.2018;8/31/2018;12/18/1976;41;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;3;11;0;5;0;0;3;7;0;0;8;15
42093098048;420930;1366838;4209300;42;4;Lages;156727;153937;2790;Grande;2631,504;1;257;273;138;249;18;01/03/2017;3;3;3;31.08.2018;8/31/2018;4/22/1984;34;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;3;11;0;5;0;0;3;7;0;0;8;15
42093098048;420930;1370281;4209300;42;4;Lages;156727;153937;2790;Grande;2631,504;2;257;273;138;249;20;24/05/2017;2;2;2;31.08.2018;8/31/2018;11/24/1987;30;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;3;11;0;5;0;0;3;7;0;0;8;15
42093098048;420930;1179746;4209300;42;4;Lages;156727;153937;2790;Grande;2631,504;1;257;273;266;249;18;17/03/2016;2;2;2;31.08.2018;8/31/2018;08/05/1983;35;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;3;11;0;5;0;0;3;7;0;0;8;15
42093098048;420930;1494084;4209300;42;4;Lages;156727;153937;2790;Grande;2631,504;1;257;273;266;249;18;01/03/2018;2;2;2;31.08.2018;8/31/2018;2/24/1994;24;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;3;11;0;5;0;0;3;7;0;0;8;15
42148096680;421480;1182573;4214805;42;4;Rio do Sul;61198;56785;4413;Médio;260,97;1;258;273;138;249;18;15/08/2016;2;3;1;31.08.2018;8/31/2018;10/24/1982;35;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;1;4;0;1;0;0;1;5;0;0;2;7
42166097314;421660;981752;4216602;42;4;São José;209804;207312;2492;Grande;150,453;1;257;273;138;249;18;01/02/2017;2;2;2;31.08.2018;8/31/2018;04/09/1983;35;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;4;0;1;0;0;1;4;0;2;0;6
43031096754;430310;669633;4303103;43;4;Cachoeirinh;118278;118278;0;Grande;44,018;1;255;273;138;21;272;29/06/2005;2; ; ;31.08.2018;8/31/2018;3/26/1969;49;3;1;1; ;1; ; ;1; ; ; ;1; ; ; ;0;4;2;0;2;0;0;0;6;0;0;0;6
43031096754;430310;326006;4303103;43;4;Cachoeirinh;118278;118278;0;Grande;44,018;1;257;273;138;249;272;16/03/2016;2; ; ;31.08.2018;8/31/2018;11/25/1980;37;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;4;2;0;2;0;0;0;6;0;0;0;6
43046096272;430460;385659;4304606;43;4;Canoas;323827;323827;0;Grande;131,096;1;257;273;138;249;263;03/10/2017;2;2;2;31.08.2018;8/31/2018;03/10/1972;46;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;1;3;1;1;0;0;0;4;0;1;0;5
43051094550;430510;1030146;4305108;43;4;Caxias do S;435564;419406;16158;Grande;1652,308;1;257;273;138;249;272;22/08/2018;2;2;2;31.08.2018;8/31/2018;4/14/1984;34;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;5;11;0;3;0;0;4;15;0;0;1;16
43051094550;430510;512708;4305108;43;4;Caxias do S;435564;419406;16158;Grande;1652,308;1;258;273;138;249;272;01/08/2014;2;2;2;31.08.2018;8/31/2018;1/18/1961;57;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;5;11;0;3;0;0;4;15;0;0;1;16
43051094550;430510;587335;4305108;43;4;Caxias do S;435564;419406;16158;Grande;1652,308;1;257;273;138;21;20;02/04/2015;1;1;2;31.08.2018;8/31/2018;11/16/1977;40;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;5;11;0;3;0;0;4;15;0;0;1;16
43077098070;430770;1203172;4307708;43;4;Esteio;80755;80643;112;Médio;27,676;1;257;273;138;249;18;19/07/2018;2;3; ;31.08.2018;8/31/2018;07/12/1990;28;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;2;3;0;3;0;0;0;6;0;0;0;6
43077098070;430770;326783;4307708;43;4;Esteio;80755;80643;112;Médio;27,676;1;257;273;138;21;18;11/01/2018;1;3; ;31.08.2018;8/31/2018;7/21/1958;60;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;2;3;0;3;0;0;0;6;0;0;0;6
43077098070;430770;951492;4307708;43;4;Esteio;80755;80643;112;Médio;27,676;1;257;273;138;249;18;10/07/2014;2; ; ;31.08.2018;8/31/2018;9/14/1977;40;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;2;3;0;3;0;0;0;6;0;0;0;6
43092096164;430920;335399;4309209;43;4;Gravataí;255660;243497;12163;Grande;463,499;1;257;273;138;249;18;04/04/2016;2;99;1;31.08.2018;8/31/2018;2/23/1978;40;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;2;5;5;2;1;0;1;0;9;0;0;3;12
43134094540;431340;1288121;4313409;43;4;Novo Hambur;238940;234798;4142;Grande;223,821;2;257;273;138;249;20;01/08/2016;2; ; ;31.08.2018;8/31/2018;5/22/1980;38;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;10;1;3;0;0;2;11;0;0;1;12
43134094540;431340;860255;4313409;43;4;Novo Hambur;238940;234798;4142;Grande;223,821;1;257;273;138;249;20;19/10/2018;2; ; ;31.08.2018;8/31/2018;3/15/1991;27;1;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;10;1;3;0;0;2;11;0;0;1;12
43134094540;431340;1000313;4313409;43;4;Novo Hambur;238940;234798;4142;Grande;223,821;1;257;273;138;249;263;31/08/2018;2; ; ;31.08.2018;8/31/2018;9/19/1985;32;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;2;10;1;3;0;0;2;11;0;0;1;12
43141098074;431410;647969;4314100;43;4;Passo Fundo;184826;180120;4706;Grande;783,421;1;258;273;138;249;272;05/03/2018;2;2;3;31.08.2018;8/31/2018;10/08/1975;42;3;2;1; ; ;1; ;1; ; ; ;1; ; ; ;0;7;3;0;1;0;0;1;8;0;1;1;10
43144095738;431440;257743;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;1;257;273;138;249;18;06/05/2013;2;3;4;31.08.2018;8/31/2018;7/18/1960;58;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;7;6;0;3;0;0;1;3;8;0;3;14
43144095738;431440;256661;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;1;257;273;139;248;18;21/09/2001;2;4; ;31.08.2018;8/31/2018;11/07/1973;44;3;2;2; ; ;1; ;1; ; ; ; ;1; ; ;1;7;6;0;3;0;0;1;3;8;0;3;14
43144095738;431440;1237228;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;1;257;273;138;249;18;16/08/2016;2;3;4;31.08.2018;8/31/2018;01/05/1962;56;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;7;6;0;3;0;0;1;3;8;0;3;14
43149096290;431490;671802;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;257;273;138;249;20;30/09/2015;2; ; ;31.08.2018;8/31/2018;4/25/1988;30;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;5;9;6;0;1;0;0;3;8;1;0;11;20
43149097804;431490;706242;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;257;273;139;249;18;12/12/2013;2; ; ;31.08.2018;8/31/2018;11/29/1982;35;2;2;2; ; ;1; ;1; ; ; ; ;1; ; ;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;724263;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;257;273;293;249;18;07/07/0214;2; ; ;31.08.2018;8/31/2018;05/08/1961;57;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;484949;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;258;273;138;254;20;12/01/2015;1;2;99;31.08.2018;8/31/2018;4/16/1962;56;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;11;17;8;0;6;0;0;1;2;3;0;31;36
43149097804;431490;730250;4314902;43;4;Porto Alegr;1409351;1409351;0;Metrópole;496,682;1;257;273;138;21;20;23/12/2013;1;2;99;31.08.2018;8/31/2018;9/19/1965;52;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;11;17;8;0;6;0;0;1;2;3;0;31;36
