NU_IDENTIFICADOR;IBGE;q44_3;q44_9;q44_10;q44_11;q44_12;q44_13;q44_14;q44_15_1;q44_15_2;q44_15_3;IBGE7;UF;Regiao;Município;Pop_Total2010_MICRO;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d44_9;d44_11;d44_9bin1;d44_9bin2;d44_9bin3;d44_10bin1;d44_10bin2;d44_10bin3;d44_10bin4;d44_10bin5;d44_11bin1;d44_11bin2;d44_11bin3;d44_11bin4;d44_9bin1_sum;d44_9bin2_sum;d44_9bin3_sum;d44_10bin1_sum;d44_10bin2_sum;d44_10bin3_sum;d44_10bin4_sum;d44_10bin5_sum;d44_11bin1_sum;d44_11bin2_sum;d44_11bin3_sum;d44_11bin4_sum;nu_trabalhadores;d44_15_1_1bin_Gestão;d44_15_1_1bin_PopRua;d44_15_1_1bin_Abordagem;d44_15_1_1bin_Cadastramento;d44_15_1_1bin_Outros;d44_15_2_1bin_Gestão;d44_15_2_1bin_PopRua;d44_15_2_1bin_Abordagem;d44_15_2_1bin_Cadastramento;d44_15_2_1bin_Outros;d44_15_3_1bin_Gestão;d44_15_3_1bin_PopRua;d44_15_3_1bin_Abordagem;d44_15_3_1bin_Cadastramento;d44_15_3_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d44_15_1_1bin_Gestão_sum;d44_15_1_1bin_PopRua_sum;d44_15_1_1bin_Abordagem_sum;d44_15_1_1bin_Cadastramento_sum;d44_15_1_1bin_Outros_sum;d44_15_2_1bin_Gestão_sum;d44_15_2_1bin_PopRua_sum;d44_15_2_1bin_Abordagem_sum;d44_15_2_1bin_Cadastramento_sum;d44_15_2_1bin_Outros_sum;d44_15_3_1bin_Gestão_sum;d44_15_3_1bin_PopRua_sum;d44_15_3_1bin_Abordagem_sum;d44_15_3_1bin_Cadastramento_sum;d44_15_3_1bin_Outros_sum;N_BREAK
29313597746;293135;1;255;239;266;254;20;06/07/2021;2; ; ;2931350;29;2;Teixeira de;727913;138341;129263;9078;Grande;1165,622; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;7;7;1;2;0;0;2;2;0;1;12;15; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;9;3; ; ; ; ; ; ; ; ; ; ; ; ;15
29313597746;293135;1;257;237;138;254;20;22/02/2017;2; ; ;2931350;29;2;Teixeira de;727913;138341;129263;9078;Grande;1165,622; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;7;7;1;2;0;0;2;2;0;1;12;15; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;9;3; ; ; ; ; ; ; ; ; ; ; ; ;15
29313597746;293135;0;257;273;266;249;18;12/04/2021;2; ; ;2931350;29;2;Teixeira de;727913;138341;129263;9078;Grande;1165,622; ;31.08.2022;8/31/2022;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;7;7;1;2;0;0;2;2;0;1;12;15; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;9;3; ; ; ; ; ; ; ; ; ; ; ; ;15
29313597746;293135;1;256;239;266;248;20;01/07/2022;2; ; ;2931350;29;2;Teixeira de;727913;138341;129263;9078;Grande;1165,622; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;7;7;1;2;0;0;2;2;0;1;12;15; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;9;3; ; ; ; ; ; ; ; ; ; ; ; ;15
29313597746;293135;1;255;239;266;248;20;09/07/2021;3; ; ;2931350;29;2;Teixeira de;727913;138341;129263;9078;Grande;1165,622; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;7;7;1;2;0;0;2;2;0;1;12;15; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;9;3; ; ; ; ; ; ; ; ; ; ; ; ;15
29313597746;293135;1;256;239;266;248;20;20/06/2022;2; ; ;2931350;29;2;Teixeira de;727913;138341;129263;9078;Grande;1165,622; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;7;7;1;2;0;0;2;2;0;1;12;15; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;9;3; ; ; ; ; ; ; ; ; ; ; ; ;15
29313597746;293135;1;255;239;266;248;20;20/04/2022;3; ; ;2931350;29;2;Teixeira de;727913;138341;129263;9078;Grande;1165,622; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;7;7;1;2;0;0;2;2;0;1;12;15; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;9;3; ; ; ; ; ; ; ; ; ; ; ; ;15
29313597746;293135;0;257;273;266;249;18;01/04/2022;3; ; ;2931350;29;2;Teixeira de;727913;138341;129263;9078;Grande;1165,622; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;7;7;1;2;0;0;2;2;0;1;12;15; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;9;3; ; ; ; ; ; ; ; ; ; ; ; ;15
29333094230;293330;0;255;239;266;252;20;09/07/2021;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;257;274;266;249;18;04/07/2022;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;255;239;266;251;20;24/08/2021;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;257;273;292;21;20;03/04/2020;3; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;257;274;266;249;18;11/10/2021;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;1;255;238;266;248;20;08/02/2022;3; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;256;238;138;248;20;19/06/2015;3; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;257;238;138;248;20;30/06/2014;3; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;255;238;266;248;20;01/09/2021;3; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;1;257;274;266;249;18;16/11/2021;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;257;273;266;249;18;23/08/2021;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;255;238;266;248;20;17/11/2021;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;260;237;138;251;20;01/09/2021;3; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;1;252;239;138;254;20;20/12/2014; ; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;258;275;266;248;20;03/05/2021;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;1;252;239;139;254;20;01/09/2021; ; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;4;0;2;1; ; ; ; ; ; ; ; ;1; ; ;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;257;275;266;248;20;17/05/2022;3; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;257;273;266;254;18;22/01/2021;3; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;257;273;266;248;20;16/11/2021;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;1;255;238;266;248;20;26/10/2022;3; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333094230;293330;0;253;239;138;252;20;12/04/2022; ; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;4;0;1;1; ; ; ; ; ; ; ;1; ; ; ;3;7;11;2;4;0;0;3;5;1;1;14;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ;21
29333096828;293330;0;257;273;266;249;18;11/04/2022;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;5;3;1;1;0;0;1;7;0;1;1;9; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;3; ; ; ; ; ; ; ; ; ; ;9
29333096828;293330;0;255;238;138;252;20;01/07/2022;99; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;5;3;1;1;0;0;1;7;0;1;1;9; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;3; ; ; ; ; ; ; ; ; ; ;9
29333096828;293330;1;255;238;138;254;20;10/01/2022;4; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;5;3;1;1;0;0;1;7;0;1;1;9; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;3; ;1;3; ; ; ; ; ; ; ; ; ; ;9
29333096828;293330;0;257;237;138;248;20;17/09/2018;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;5;3;1;1;0;0;1;7;0;1;1;9; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;3; ; ; ; ; ; ; ; ; ; ;9
29333096828;293330;1;255;275;138;248;20;03/05/2021;2; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;1;1; ;1; ;1; ; ; ; ;1; ; ; ;1;5;3;1;1;0;0;1;7;0;1;1;9; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;3; ; ; ; ; ; ; ; ; ; ;9
29333096828;293330;0;254;238;138;251;20;25/09/2017; ; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;2;0;1;1; ; ; ; ; ; ; ;1; ; ; ;1;5;3;1;1;0;0;1;7;0;1;1;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;3; ; ; ; ; ; ; ; ; ; ;9
29333096828;293330;0;255;238;138;254;18;11/05/2018;99; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;5;3;1;1;0;0;1;7;0;1;1;9; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;3; ; ; ; ; ; ; ; ; ; ;9
29333096828;293330;0;255;239;138;252;20;20/07/2021;99; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;5;3;1;1;0;0;1;7;0;1;1;9; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;3; ; ; ; ; ; ; ; ; ; ;9
29333096828;293330;1;257;274;292;21;20;30/06/2022;1; ; ;2933307;29;2;Vitória da;626807;306866;274739;32127;Grande;3705,838; ;31.08.2022;8/31/2022;3;2;3; ; ;1; ; ; ; ;1; ; ;1; ;1;5;3;1;1;0;0;1;7;0;1;1;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;3; ; ; ; ; ; ; ; ; ; ;9
31062094300;310620;1;255;238;264;254;263;24/06/2019;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;253;239;293;252;263;08/07/2019; ; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;257;274;264;249;18;02/10/2018;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;255;238;139;251;263;01/10/2020;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;2;1;2; ;1; ; ; ; ; ; ; ;1; ; ;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;257;232;139;249;263;01/10/2020;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;2;2;2; ; ;1; ; ; ;1; ; ;1; ; ;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;257;274;264;249;18;21/07/2022;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;253;239;139;254;263;03/08/2020; ; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;1;0;2;1; ; ; ; ; ; ; ; ;1; ; ;12;23;23;0;5;0;1;10;0;29;0;29;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;253;239;264;254;20;11/07/2022; ; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;255;238;139;254;263;09/01/2020;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;1;2; ;1; ; ; ; ; ; ; ;1; ; ;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;253;239;264;252;20;17/01/2018; ; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;257;237;264;249;18;02/02/2018;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;255;238;264;248;20;01/04/2020;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;253;239;264;252;20;08/11/2022; ; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;253;239;264;254;20;06/12/2021; ; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;255;238;139;248;263;07/04/2020;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;1;2; ;1; ; ; ; ; ; ; ;1; ; ;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;257;274;264;249;20;11/01/2018;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;255;238;139;254;263;04/03/2021;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;1;2; ;1; ; ; ; ; ; ; ;1; ; ;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;257;238;139;254;263;10/03/2018;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;2;2;2; ; ;1; ; ; ; ; ; ;1; ; ;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;257;237;139;254;263;11/06/2018;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;2;2;2; ; ;1; ; ; ; ; ; ;1; ; ;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;257;273;264;249;18;02/03/2018;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;1;253;239;293;252;263;25/09/2019; ; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;12;23;23;0;5;0;1;10;0;29;0;29;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
31062094300;310620;0;257;237;139;249;263;02/04/2019;2; ; ;3106200;31;3;Belo Horizo;4772562;2375151;2375151;0;Metrópole;331,401; ;31.08.2022;8/31/2022;2;2;2; ; ;1; ; ; ; ; ; ;1; ; ;12;23;23;0;5;0;1;10;0;29;0;29;58; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ;58
