NU_IDENTIFICADOR;IBGE;q44_3;q44_9;q44_10;q44_11;q44_12;q44_13;q44_14;q44_15_1;q44_15_2;q44_15_3;IBGE7;UF;Regiao;Município;Pop_Total2010_MICRO;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d44_9;d44_11;d44_9bin1;d44_9bin2;d44_9bin3;d44_10bin1;d44_10bin2;d44_10bin3;d44_10bin4;d44_10bin5;d44_11bin1;d44_11bin2;d44_11bin3;d44_11bin4;d44_9bin1_sum;d44_9bin2_sum;d44_9bin3_sum;d44_10bin1_sum;d44_10bin2_sum;d44_10bin3_sum;d44_10bin4_sum;d44_10bin5_sum;d44_11bin1_sum;d44_11bin2_sum;d44_11bin3_sum;d44_11bin4_sum;nu_trabalhadores;d44_15_1_1bin_Gestão;d44_15_1_1bin_PopRua;d44_15_1_1bin_Abordagem;d44_15_1_1bin_Cadastramento;d44_15_1_1bin_Outros;d44_15_2_1bin_Gestão;d44_15_2_1bin_PopRua;d44_15_2_1bin_Abordagem;d44_15_2_1bin_Cadastramento;d44_15_2_1bin_Outros;d44_15_3_1bin_Gestão;d44_15_3_1bin_PopRua;d44_15_3_1bin_Abordagem;d44_15_3_1bin_Cadastramento;d44_15_3_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d44_15_1_1bin_Gestão_sum;d44_15_1_1bin_PopRua_sum;d44_15_1_1bin_Abordagem_sum;d44_15_1_1bin_Cadastramento_sum;d44_15_1_1bin_Outros_sum;d44_15_2_1bin_Gestão_sum;d44_15_2_1bin_PopRua_sum;d44_15_2_1bin_Abordagem_sum;d44_15_2_1bin_Cadastramento_sum;d44_15_2_1bin_Outros_sum;d44_15_3_1bin_Gestão_sum;d44_15_3_1bin_PopRua_sum;d44_15_3_1bin_Abordagem_sum;d44_15_3_1bin_Cadastramento_sum;d44_15_3_1bin_Outros_sum;N_BREAK
51034098148;510340;0;257;237;138;251;20;12/04/2022;1; ; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;238;138;248;20;01/04/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;0;257;274;138;249;20;01/04/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;1;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;0;257;273;138;249;20;01/04/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;238;138;254;20;08/08/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;238;293;252;20;15/02/2022;99; ; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;18;10;0;2;0;2;2;19;2;0;8;29; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;238;138;248;20;12/04/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;0;256;238;138;248;20;30/05/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;256;238;138;370;20;12/04/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;0;255;239;139;252;20;10/08/2022;99; ; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;1;1;2; ;1; ; ; ; ; ; ; ;1; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;257;417;138;248;20;09/08/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;1;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;238;293;252;20;05/09/2022;99; ; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;18;10;0;2;0;2;2;19;2;0;8;29; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;0;255;238;293;254;20;19/08/2022;99; ; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;18;10;0;2;0;2;2;19;2;0;8;29; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;238;293;254;20;13/04/2022;99; ; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;18;10;0;2;0;2;2;19;2;0;8;29; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;238;293;254;20;17/02/2022;99; ; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;18;10;0;2;0;2;2;19;2;0;8;29; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;0;258;232;138;248;20;12/04/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ; ; ;1; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;238;293;252;20;13/04/2022;99; ; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;18;10;0;2;0;2;2;19;2;0;8;29; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;239;293;254;272;07/03/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;257;237;138;248;20;12/04/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;0;257;274;138;249;20;12/04/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;3;2;1; ; ;1; ; ; ; ;1;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;257;238;138;248;20;06/06/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;5;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51034098148;510340;1;255;238;138;248;18;12/04/2022;2;3; ;5103403;51;5;Cuiabá;851587;551098;540814;10284;Grande;3293,537; ;31.08.2022;8/31/2022;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;18;10;0;2;0;2;2;19;2;0;8;29; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3;17; ; ;8; ; ;17; ; ; ; ; ; ; ;29
51076098052;510760;1;255;238;264;251;20;04/05/2022;1;99; ;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;5;5;0;1;0;0;2;2;0;6;3;11;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;0;256;238;292;251;20;05/04/2021;1;2;99;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;5;5;0;1;0;0;2;2;0;6;3;11;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1;1; ; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;1;257;273;138;249;18;01/09/2022;2;3;99;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;4;2;1; ; ;1; ;1; ; ; ;1; ; ; ;1;5;5;0;1;0;0;2;2;0;6;3;11; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;0;257;274;292;249;20;16/04/2021;3;2;99;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;1;2;3; ; ;1; ; ; ; ;1; ; ;1; ;1;5;5;0;1;0;0;2;2;0;6;3;11; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;0;257;274;292;249;20;22/04/2021;3;2;99;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;1;2;3; ; ;1; ; ; ; ;1; ; ;1; ;1;5;5;0;1;0;0;2;2;0;6;3;11; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;1;255;238;264;251;20;11/11/2022;1;99; ;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;5;5;0;1;0;0;2;2;0;6;3;11;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;1;256;238;138;254;18;04/01/2021;3;2;99;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;5;5;0;1;0;0;2;2;0;6;3;11; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;1;257;237;292;249;20;15/11/2021;2;3;99;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;4;2;3; ; ;1; ; ; ; ; ; ; ;1; ;1;5;5;0;1;0;0;2;2;0;6;3;11; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;0;252;238;292;249;20;23/04/2021; ; ; ;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;3;0;3;1; ; ; ; ; ; ; ; ; ;1; ;1;5;5;0;1;0;0;2;2;0;6;3;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;0;258;237;292;21;20;04/03/2021;1;3;99;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;3;2;3; ; ;1; ; ; ; ; ; ; ;1; ;1;5;5;0;1;0;0;2;2;0;6;3;11;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ;1; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51076098052;510760;0;255;239;264;251;20;23/11/2022;1;99; ;5107602;51;5;Rondonópoli;275707;195476;188028;7448;Grande;4686,622; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;5;5;0;1;0;0;2;2;0;6;3;11;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;5;2;3; ; ; ;4;3; ;3; ; ; ; ;7;11
51084097234;510840;0;257;274;266;249;20;23/10/2019;2;3;99;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;6;7;0;1;0;1;1;6;0;1;7;14; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;0;257;232;266;249;20;04/01/2022;2;1;3;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;2;2;4; ; ;1; ; ; ;1; ; ; ; ;1;1;6;7;0;1;0;1;1;6;0;1;7;14; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ;1;1;1; ; ;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;256;238;138;254;20;08/03/2021;99; ; ;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;6;7;0;1;0;1;1;6;0;1;7;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;257;235;138;249;20;01/06/2022;2;1;3;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;1;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;6;7;0;1;0;1;1;6;0;1;7;14; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ;1;1;1; ; ;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;257;238;138;254;20;01/02/2020;99; ; ;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;6;7;0;1;0;1;1;6;0;1;7;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;257;237;138;254;20;30/07/2004;99; ; ;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;6;7;0;1;0;1;1;6;0;1;7;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;0;258;273;266;249;18;01/07/2022;2;3;99;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;6;7;0;1;0;1;1;6;0;1;7;14; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;254;238;266;251;18;11/07/2022; ; ; ;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;6;7;0;1;0;1;1;6;0;1;7;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;255;237;138;254;20;01/03/2020;99; ; ;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;6;7;0;1;0;1;1;6;0;1;7;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;0;255;238;266;252;20;01/02/2020;99; ; ;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;6;7;0;1;0;1;1;6;0;1;7;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;255;238;138;254;20;15/07/1994;99; ; ;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;5;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;6;7;0;1;0;1;1;6;0;1;7;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;255;238;266;254;20;02/02/2021;99; ; ;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;6;7;0;1;0;1;1;6;0;1;7;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;257;238;292;21;262;21/06/2021;1;2;3;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ;1;6;7;0;1;0;1;1;6;0;1;7;14;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1;1; ; ;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
51084097234;510840;1;255;238;142;254;20;15/02/2021;99; ; ;5108402;51;5;Várzea Gran;851587;252596;248704;3892;Grande;1048,21; ;31.08.2022;8/31/2022;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;6;7;0;1;0;1;1;6;0;1;7;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4; ; ;8;2;1;2; ; ; ; ;3; ;2;14
52011095898;520110;0;257;274;292;249;20;14/04/2022;2; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;3;2;3; ; ;1; ; ; ; ;1; ; ;1; ;0;3;8;2;1;0;0;2;4;0;7;0;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;1;255;239;138;254;20;07/12/2011;2; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;5;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;3;8;2;1;0;0;2;4;0;7;0;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;1;257;237;292;248;20;18/03/2021;1; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;4;2;3; ; ;1; ; ; ; ; ; ; ;1; ;0;3;8;2;1;0;0;2;4;0;7;0;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;0;255;238;138;252;20;24/10/2019;99; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;3;8;2;1;0;0;2;4;0;7;0;11; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;0;258;275;292;249;20;24/03/2021;2; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;4;2;3; ; ;1;1; ; ; ; ; ; ;1; ;0;3;8;2;1;0;0;2;4;0;7;0;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;0;257;275;292;248;20;09/04/2021;3; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;3;2;3; ; ;1;1; ; ; ; ; ; ;1; ;0;3;8;2;1;0;0;2;4;0;7;0;11; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;0;257;273;292;249;20;16/02/2022;2; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;3;2;3; ; ;1; ;1; ; ; ; ; ;1; ;0;3;8;2;1;0;0;2;4;0;7;0;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;0;257;237;138;252;20;09/01/2012;2; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;3;8;2;1;0;0;2;4;0;7;0;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;0;257;237;292;251;20;05/02/2021;1; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;4;2;3; ; ;1; ; ; ; ; ; ; ;1; ;0;3;8;2;1;0;0;2;4;0;7;0;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;0;257;274;292;21;20;30/08/2021;1; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;3;2;3; ; ;1; ; ; ; ;1; ; ;1; ;0;3;8;2;1;0;0;2;4;0;7;0;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52011095898;520110;1;255;238;138;248;20;04/01/2021;3; ; ;5201108;52;5;Anápolis;540220;334613;328755;5858;Grande;933,156; ;31.08.2022;8/31/2022;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;3;8;2;1;0;0;2;4;0;7;0;11; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3;5;2; ;1; ; ; ; ; ; ; ; ; ; ;11
52014096138;520140;1;257;273;292;249;18;02/01/2017;2;3;99;5201405;52;5;Aparecida d;2116730;455657;455193;464;Grande;278,539; ;31.08.2022;8/31/2022;2;2;3; ; ;1; ;1; ; ; ; ; ;1; ;0;3;6;0;2;0;1;1;0;0;9;0;9; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;3;6; ; ; ; ;2;6; ;1; ; ;1; ;7;9
52014096138;520140;0;255;238;292;248;20;05/03/2009;2;3;99;5201405;52;5;Aparecida d;2116730;455657;455193;464;Grande;278,539; ;31.08.2022;8/31/2022;3;1;3; ;1; ; ; ; ; ; ; ; ;1; ;0;3;6;0;2;0;1;1;0;0;9;0;9; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ;1;3;6; ; ; ; ;2;6; ;1; ; ;1; ;7;9
52014096138;520140;1;257;237;292;370;20;02/01/2017;1;2;99;5201405;52;5;Aparecida d;2116730;455657;455193;464;Grande;278,539; ;31.08.2022;8/31/2022;2;2;3; ; ;1; ; ; ; ; ; ; ;1; ;0;3;6;0;2;0;1;1;0;0;9;0;9;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1;1; ; ;1;3;6; ; ; ; ;2;6; ;1; ; ;1; ;7;9
