IBGE;NU_IDENTIFICADOR;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2021;d_30_2_Faixas_etarias;d37_9;d37_11;d37_9bin1;d37_9bin2;d37_9bin3;d37_10bin1;d37_10bin2;d37_10bin3;d37_10bin4;d37_10bin5;d37_11bin1;d37_11bin2;d37_11bin3;d37_11bin4;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras
410080;4100803312711;0;255;239;291;388;09/08/2021;4100806;41;4;Alvorada do Sul;10283;7338;2945;Pequeno I;424,249; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;3; ; ; ; ; ; ; ; ; ;3;3
410080;4100803312711;0;255;239;291;388;30/03/2021;4100806;41;4;Alvorada do Sul;10283;7338;2945;Pequeno I;424,249; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;3; ; ; ; ; ; ; ; ; ;3;3
410100;4101003308784;0;255;239;265;388;01/02/2018;4101002;41;4;Ampére;17308;13257;4051;Pequeno I;298,349; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2
410100;4101003308784;1;255;239;265;388;01/02/2018;4101002;41;4;Ampére;17308;13257;4051;Pequeno I;298,349; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2
410200;4102003312527;0;255;238;291;388;14/09/2021;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;255;239;291;388;07/08/2019;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;255;239;291;388;14/09/2021;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;255;239;291;388;19/02/2019;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;254;239;291;388;22/06/2021;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;255;239;291;388;29/03/2021;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;254;239;291;388;01/03/2021;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;252;239;291;388;19/02/2019;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;258;275;291;388;19/07/2019;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;255;239;291;388;05/04/2021;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;258;275;291;388;26/03/2021;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410200;4102003312527;0;255;239;291;388;05/04/2021;4102000;41;4;Assis Chateaubriand;33025;29013;4012;Pequeno II;969,587; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;7;2;2; ; ; ; ; ; ; ;12;12
410275;4102753307805;0;252;239;291;388;14/08/2017;4102752;41;4;Bela Vista da Caroba;3945;1041;2904;Pequeno I;148,107; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1
410304;4103043310368;0;252;239;291;388;23/04/2018;4103040;41;4;Boa Ventura de São Roque;6554;1544;5010;Pequeno I;622,184; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1
410305;4103053309738;1;253;239;265;388;01/01/2019;4103057;41;4;Boa Vista da Aparecida;7911;4900;3011;Pequeno I;256,297; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ;4;4
410305;4103053309738;0;255;239;265;388;21/02/2020;4103057;41;4;Boa Vista da Aparecida;7911;4900;3011;Pequeno I;256,297; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ;4;4
410305;4103053309738;0;254;239;265;388;21/02/2020;4103057;41;4;Boa Vista da Aparecida;7911;4900;3011;Pequeno I;256,297; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ;4;4
410305;4103053309738;0;253;239;265;388;21/02/2020;4103057;41;4;Boa Vista da Aparecida;7911;4900;3011;Pequeno I;256,297; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ;4;4
410322;4103223307935;0;252;239;291;388;06/03/2020;4103222;41;4;Bom Sucesso do Sul;3293;1581;1712;Pequeno I;195,931; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1
410345;4103453306169;0;255;239;291;388;11/09/2018;4103453;41;4;Cafelândia;14662;12348;2314;Pequeno I;271,724; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;2;2;1; ; ; ; ;2; ; ;2;4
410345;4103453306169;0;255;239;291;388;10/09/2020;4103453;41;4;Cafelândia;14662;12348;2314;Pequeno I;271,724; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;2;2;1; ; ; ; ;2; ; ;2;4
410345;4103453306169;0;257;275;138;388;08/10/2021;4103453;41;4;Cafelândia;14662;12348;2314;Pequeno I;271,724; ;2;31.08.2021;8/31/2021;4;2;1; ; ;1;1; ; ; ; ;1; ; ; ; ;2;2;1; ; ; ; ;2; ; ;2;4
410345;4103453306169;0;257;281;138;388;30/11/2017;4103453;41;4;Cafelândia;14662;12348;2314;Pequeno I;271,724; ;2;31.08.2021;8/31/2021;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ; ;2;2;1; ; ; ; ;2; ; ;2;4
410395;4103953310090;0;255;238;265;388;15/03/2019;4103958;41;4;Campina do Simão;4076;1388;2688;Pequeno I;448,424; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1
410450;4104503308800;0;255;239;142;388;13/12/2017;4104501;41;4;Capanema;18526;11150;7376;Pequeno I;419,036; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ;4;4
410450;4104503308800;0;253;239;142;388;13/12/2017;4104501;41;4;Capanema;18526;11150;7376;Pequeno I;419,036; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ;4;4
410450;4104503308800;0;253;239;142;388;13/12/2017;4104501;41;4;Capanema;18526;11150;7376;Pequeno I;419,036; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ;4;4
410450;4104503308800;0;254;239;142;388;13/12/2017;4104501;41;4;Capanema;18526;11150;7376;Pequeno I;419,036; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ;4;4
410460;4104603309308;0;252;239;291;388;05/11/2019;4104600;41;4;Capitão Leônidas Marques;14970;11490;3480;Pequeno I;275,748; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;2;1; ; ; ; ; ; ; ; ;6;6
410460;4104603309308;0;255;239;291;388;05/11/2019;4104600;41;4;Capitão Leônidas Marques;14970;11490;3480;Pequeno I;275,748; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;2;1; ; ; ; ; ; ; ; ;6;6
410460;4104603309308;0;253;239;291;388;15/01/2019;4104600;41;4;Capitão Leônidas Marques;14970;11490;3480;Pequeno I;275,748; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;2;1; ; ; ; ; ; ; ; ;6;6
410460;4104603309308;0;255;238;291;388;05/11/2019;4104600;41;4;Capitão Leônidas Marques;14970;11490;3480;Pequeno I;275,748; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;2;1; ; ; ; ; ; ; ; ;6;6
410460;4104603309308;0;252;239;291;388;05/11/2019;4104600;41;4;Capitão Leônidas Marques;14970;11490;3480;Pequeno I;275,748; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;2;1; ; ; ; ; ; ; ; ;6;6
410460;4104603309308;0;257;237;291;388;15/01/2019;4104600;41;4;Capitão Leônidas Marques;14970;11490;3480;Pequeno I;275,748; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;2;1; ; ; ; ; ; ; ; ;6;6
410480;4104803309634;0;255;239;291;388;20/04/2018;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;239;291;388;31/03/2018;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;252;239;291;388;14/07/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;254;239;291;388;29/06/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;02/07/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;08/01/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;238;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;239;291;388;21/08/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;05/09/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;22/11/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;238;291;388;28/05/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;30/09/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;04/03/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;253;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;1;251;239;291;388;19/12/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;253;239;291;388;25/11/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;239;291;388;06/05/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;253;239;291;388;04/12/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;239;291;388;29/12/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;1;251;239;291;388;05/12/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;01/05/2013;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;239;291;388;02/10/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;1;255;239;291;388;13/07/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;254;239;291;388;10/03/2012;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;21/07/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;07/11/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;252;239;291;388;10/05/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;254;238;291;388;12/06/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;10/10/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;252;239;291;388;07/07/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;239;291;388;16/07/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;254;239;291;388;24/08/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;23/10/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;26/06/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;254;239;291;388;08/09/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;01/10/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;1;251;239;291;388;23/11/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;239;291;388;24/03/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;253;239;291;388;12/01/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;1;256;238;291;388;31/05/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;239;291;388;16/07/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;22/05/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;25/10/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;252;239;291;388;17/02/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;253;239;291;388;15/03/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;252;239;291;388;15/04/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;255;238;291;388;27/05/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;17/02/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309634;0;251;239;291;388;09/09/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;36;14; ; ; ; ; ; ; ; ; ;50;50
410480;4104803309636;0;253;239;291;388;10/11/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;1;251;239;291;388;13/09/2013;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;253;239;291;388;30/01/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;257;237;291;388;07/01/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;251;239;291;388;15/01/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;257;237;291;388;22/10/2021;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;251;239;291;388;08/08/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;255;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;251;239;291;388;11/11/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;1;252;239;291;388;22/10/2021;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;251;239;291;388;25/06/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;253;239;291;388;19/07/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
410480;4104803309636;0;255;239;291;388;27/04/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;31;7;3; ; ; ; ; ; ; ; ;41;41
