NU_IDENTIFICADOR;IBGE;IBGE7;Região;UF;Município;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;q44_3;q44_9;q44_10;q44_11;q44_12;q44_13;q44_14;q44_15_1;q44_15_2;q44_15_3;DataCenso;DataCenso_2020;q44_2_rec;Idade;Faixas_etarias;d_44_9;d_44_11;d_44_9bin1;d_44_9bin2;d_44_9bin3;d_44_10bin1;d_44_10bin2;d_44_10bin3;d_44_10bin4;d_44_10bin5;d_44_11bin1;d_44_11bin2;d_44_11bin3;d_44_11bin4;d_44_9bin1_sum;d_44_9bin2_sum;d_44_9bin3_sum;d_44_10bin1_sum;d_44_10bin2_sum;d_44_10bin3_sum;d_44_10bin4_sum;d_44_10bin5_sum;d_44_11bin1_sum;d_44_11bin2_sum;d_44_11bin3_sum;d_44_11bin4_sum;nu_trabalhadores;d_44_15_1bin_Gestão;d_44_15_1bin_PopRua;d_44_15_1bin_Abordagem;d_44_15_1bin_Cadastramento;d_44_15_1bin_Outros;d_44_15_2bin_Gestão;d_44_15_2bin_PopRua;d_44_15_2bin_Abordagem;d_44_15_2bin_Cadastramento;d_44_15_2bin_Outros;d_44_15_3bin_Gestão;d_44_15_3bin_PopRua;d_44_15_3bin_Abordagem;d_44_15_3bin_Cadastramento;d_44_15_3bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d_44_15_1bin_Gestão_sum;d_44_15_1bin_PopRua_sum;d_44_15_1bin_Abordagem_sum;d_44_15_1bin_Cadastramento_sum;d_44_15_1bin_Outros_sum;d_44_15_2bin_Gestão_sum;d_44_15_2bin_PopRua_sum;d_44_15_2bin_Abordagem_sum;d_44_15_2bin_Cadastramento_sum;d_44_15_2bin_Outros_sum;d_44_15_3bin_Gestão_sum;d_44_15_3bin_PopRua_sum;d_44_15_3bin_Abordagem_sum;d_44_15_3bin_Cadastramento_sum;d_44_15_3bin_Outros_sum
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;0;257;237;138;254;272;03/12/2019;99;;;31.08.2020;31-ago-2020;24-jan-1969;51;4,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;;;;1,00;;;;;;;;;;;;;;;1,00;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;0;255;239;138;254;20;27/03/2017;2;;;31.08.2020;31-ago-2020;06-set-1973;46;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;1,00;;;;;;;;;;;;;;;1,00;;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;1;257;276;138;248;20;02/09/2019;2;;;31.08.2020;31-ago-2020;08-mar-1974;46;3,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;1,00;;;;;;;;;;;;;;;1,00;;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;1;255;239;138;248;20;01/11/2010;3;;;31.08.2020;31-ago-2020;17-abr-1975;45;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;;1,00;;;;;;;;;;;;;;;1,00;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;0;252;239;138;254;20;04/03/2015;;;;31.08.2020;31-ago-2020;28-out-1975;44;3,00;0,00;1,00;1,00;;;;;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;;;;;;;;;;;;;;;;;;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;0;255;239;138;248;20;03/11/2014;2;;;31.08.2020;31-ago-2020;24-fev-1977;43;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;1,00;;;;;;;;;;;;;;;1,00;;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;1;258;237;138;21;20;04/06/2018;1;;;31.08.2020;31-ago-2020;04-fev-1980;40;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;1,00;;;;;;;;;;;;;;;1,00;;;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;0;255;239;138;248;20;17/01/2011;1;4;99;31.08.2020;31-ago-2020;09-nov-1979;40;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;1,00;;;;;;;;1,00;;;;;;1,00;1,00;;;;1,00;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;1;257;273;138;252;20;17/03/2014;3;;;31.08.2020;31-ago-2020;05-nov-1979;40;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;;1,00;;;;;;;;;;;;;;;1,00;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;1;256;238;138;248;20;13/07/2017;2;;;31.08.2020;31-ago-2020;21-fev-1983;37;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;1,00;;;;;;;;;;;;;;;1,00;;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;0;260;274;138;249;18;20/11/2014;2;;;31.08.2020;31-ago-2020;12-fev-1985;35;2,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;1,00;;;;;;;;;;;;;;;1,00;;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;0;257;273;138;249;18;04/10/2019;2;;;31.08.2020;31-ago-2020;04-set-1985;34;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;;1,00;;;;;;;;;;;;;;;1,00;;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.152.096.128;411.520;4.115.200;4;41;Maringá;487,93;357.077,0000000000000000;350.653,0;6.424,0;4;1;256;239;142;253;18;01/07/2019;1;;;31.08.2020;31-ago-2020;15-dez-2000;19;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;2,00;10,00;8,00;0,00;4,00;0,00;0,00;1,00;19,00;0,00;0,00;1,00;20;1,00;;;;;;;;;;;;;;;1,00;;;;;3,00;9,00;3,00;;3,00;;;;1,00;;;;;;1,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;258;274;138;249;18;11/03/2019;2;3;99;31.08.2020;31-ago-2020;10-jan-1961;59;4,00;2,00;1,00;;;1,00;;;;;1,00;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;257;237;138;249;18;07/05/2018;2;3;99;31.08.2020;31-ago-2020;16-out-1963;56;4,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;261;273;138;21;18;06/04/2020;2;1;99;31.08.2020;31-ago-2020;11-mar-1965;55;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;1,00;;;;1,00;;;;;;;;;1,00;1,00;1,00;;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;1;254;239;138;252;263;01/11/2014;;;;31.08.2020;31-ago-2020;11-jan-1965;55;4,00;0,00;1,00;1,00;;;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;;;;;;;;;;;;;;;;;;;;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;1;255;239;138;248;263;10/08/2015;2;3;99;31.08.2020;31-ago-2020;28-set-1965;54;4,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;257;273;138;249;18;20/10/2019;2;3;99;31.08.2020;31-ago-2020;06-jan-1966;54;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;255;238;138;248;20;20/02/2015;4;3;99;31.08.2020;31-ago-2020;15-out-1966;53;4,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;;;1,00;;;;1,00;;;;;;;1,00;;;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;257;238;138;248;20;02/09/2020;3;2;99;31.08.2020;31-ago-2020;01-abr-1977;43;3,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;;1,00;;;;1,00;;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;254;239;138;252;20;10/08/2016;;;;31.08.2020;31-ago-2020;11-set-1978;41;3,00;0,00;1,00;1,00;;;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;;;;;;;;;;;;;;;;;;;;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;257;273;138;249;18;16/11/2015;2;3;99;31.08.2020;31-ago-2020;17-set-1979;40;2,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;257;238;138;248;20;16/08/2019;2;3;99;31.08.2020;31-ago-2020;03-fev-1983;37;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;1,00;;;;;;1,00;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;1;257;235;138;249;18;04/08/2020;3;2;99;31.08.2020;31-ago-2020;12-ago-1984;36;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;;1,00;;;;1,00;;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;0;257;237;138;251;20;20/02/2015;4;2;99;31.08.2020;31-ago-2020;30-nov-1985;34;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;;;1,00;;;1,00;;;;;;;;1,00;;1,00;;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;1;256;238;138;248;20;20/07/2016;3;2;99;31.08.2020;31-ago-2020;21-nov-1985;34;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;;1,00;;;;1,00;;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.182.098.113;411.820;4.118.204;4;41;Paranaguá;826,65;140.469,0000000000000000;135.386,0;5.083,0;4;1;257;237;138;254;20;20/02/2015;3;2;99;31.08.2020;31-ago-2020;20-jun-1990;30;2,00;2,00;1,00;;;1,00;;;;;;1,00;;;;2,00;3,00;10,00;0,00;3,00;0,00;0,00;1,00;15,00;0,00;0,00;0,00;15;;;1,00;;;;1,00;;;;;;;;1,00;;1,00;1,00;;1,00;;7,00;4,00;2,00;;1,00;5,00;7,00;;;;;;;13,00
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;0;258;273;138;21;272;23/08/2019;1;;;31.08.2020;31-ago-2020;28-jul-1960;60;4,00;2,00;1,00;;;1,00;;1,00;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;1,00;;;;;;;;;;;;;;;1,00;;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;1;253;239;138;254;272;06/05/2017;;;;31.08.2020;31-ago-2020;20-nov-1965;54;4,00;0,00;1,00;1,00;;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;;;;;;;;;;;;;;;;;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;0;255;239;138;254;272;13/02/2016;2;;;31.08.2020;31-ago-2020;06-out-1969;50;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;1;256;239;138;254;272;22/03/2016;2;;;31.08.2020;31-ago-2020;18-out-1970;49;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;0;253;239;138;254;272;12/06/2017;;;;31.08.2020;31-ago-2020;02-fev-1972;48;3,00;0,00;1,00;1,00;;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;;;;;;;;;;;;;;;;;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;1;255;238;138;248;272;13/10/2014;2;;;31.08.2020;31-ago-2020;13-set-1972;47;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;1;255;239;138;252;272;06/10/2014;2;;;31.08.2020;31-ago-2020;15-jan-1977;43;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;1;255;239;138;254;272;13/08/2019;2;;;31.08.2020;31-ago-2020;01-jan-1978;42;3,00;1,00;1,00;;1,00;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;0;253;239;138;252;272;09/03/2015;;;;31.08.2020;31-ago-2020;28-mai-1983;37;2,00;0,00;1,00;1,00;;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;;;;;;;;;;;;;;;;;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;0;255;239;138;254;272;22/03/2016;2;;;31.08.2020;31-ago-2020;16-nov-1983;36;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;0;256;239;142;253;18;04/04/2019;2;;;31.08.2020;31-ago-2020;04-abr-1986;34;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;1;255;239;138;248;272;05/08/2015;2;;;31.08.2020;31-ago-2020;31-mai-1987;33;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;1;255;239;138;248;20;19/10/2020;2;;;31.08.2020;31-ago-2020;20-dez-1987;32;2,00;1,00;1,00;;1,00;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;1,00;;;;;;;;;;;;;;;1,00;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;0;257;232;138;248;272;08/05/2019;1;;;31.08.2020;31-ago-2020;20-out-1987;32;2,00;2,00;1,00;;;1,00;;;;1,00;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;1,00;;;;;;;;;;;;;;;1,00;;;;;2,00;9,00;;;1,00;;;;;;;;;;
41.195.098.121;411.950;4.119.509;4;41;Piraquara;227,56;93.207,0000000000000000;45.738,0;47.469,0;3;1;255;239;138;252;272;19/09/2016;99;;;31.08.2020;31-ago-2020;21-fev-1996;24;1,00;1,00;1,00;;1,00;;;;;;;1,00;;;;3,00;10,00;2,00;0,00;1,00;0,00;1,00;0,00;14,00;0,00;0,00;1,00;15;;;;;1,00;;;;;;;;;;;;;;;1,00;2,00;9,00;;;1,00;;;;;;;;;;
41.199.095.944;411.990;4.119.905;4;41;Ponta Grossa;2.067,55;311.611,0000000000000000;304.733,0;6.878,0;4;0;255;238;139;251;20;05/08/2014;1;3;4;31.08.2020;31-ago-2020;05-jan-1952;68;5,00;1,00;2,00;;1,00;;;;;;;;1,00;;;2,00;6,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;11;1,00;;;;;;;1,00;;;;;;1,00;;1,00;;1,00;;;5,00;2,00;2,00;;2,00;4,00;;2,00;2,00;;;1,00;;3,00;
41.199.095.944;411.990;4.119.905;4;41;Ponta Grossa;2.067,55;311.611,0000000000000000;304.733,0;6.878,0;4;0;257;273;139;21;18;01/04/2019;1;3;2;31.08.2020;31-ago-2020;03-jun-1963;57;4,00;2,00;2,00;;;1,00;;1,00;;;;;1,00;;;2,00;6,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;11;1,00;;;;;;;1,00;;;;1,00;;;;1,00;1,00;1,00;;;5,00;2,00;2,00;;2,00;4,00;;2,00;2,00;;;1,00;;3,00;
41.199.095.944;411.990;4.119.905;4;41;Ponta Grossa;2.067,55;311.611,0000000000000000;304.733,0;6.878,0;4;0;255;238;139;251;20;18/03/2020;3;1;;31.08.2020;31-ago-2020;07-mar-1978;42;3,00;1,00;2,00;;1,00;;;;;;;;1,00;;;2,00;6,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;11;;;1,00;;;1,00;;;;;;;;;;1,00;;1,00;;;5,00;2,00;2,00;;2,00;4,00;;2,00;2,00;;;1,00;;3,00;
41.199.095.944;411.990;4.119.905;4;41;Ponta Grossa;2.067,55;311.611,0000000000000000;304.733,0;6.878,0;4;1;254;238;139;254;20;18/03/2020;3;1;;31.08.2020;31-ago-2020;20-out-1981;38;2,00;0,00;2,00;1,00;;;;;;;;;1,00;;;2,00;6,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;11;;;1,00;;;1,00;;;;;;;;;;1,00;;1,00;;;5,00;2,00;2,00;;2,00;4,00;;2,00;2,00;;;1,00;;3,00;
41.199.095.944;411.990;4.119.905;4;41;Ponta Grossa;2.067,55;311.611,0000000000000000;304.733,0;6.878,0;4;0;257;273;139;249;18;18/03/2020;2;1;4;31.08.2020;31-ago-2020;06-fev-1982;38;2,00;2,00;2,00;;;1,00;;1,00;;;;;1,00;;;2,00;6,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;11;;1,00;;;;1,00;;;;;;;;1,00;;1,00;1,00;;;;5,00;2,00;2,00;;2,00;4,00;;2,00;2,00;;;1,00;;3,00;
41.199.095.944;411.990;4.119.905;4;41;Ponta Grossa;2.067,55;311.611,0000000000000000;304.733,0;6.878,0;4;0;255;238;292;251;20;29/09/2020;1;;;31.08.2020;31-ago-2020;07-jan-1982;38;2,00;1,00;3,00;;1,00;;;;;;;;;1,00;;2,00;6,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;11;1,00;;;;;;;;;;;;;;;1,00;;;;;5,00;2,00;2,00;;2,00;4,00;;2,00;2,00;;;1,00;;3,00;
41.199.095.944;411.990;4.119.905;4;41;Ponta Grossa;2.067,55;311.611,0000000000000000;304.733,0;6.878,0;4;1;255;238;139;252;20;10/08/2020;99;;;31.08.2020;31-ago-2020;31-mar-1987;33;2,00;1,00;2,00;;1,00;;;;;;;;1,00;;;2,00;6,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;11;;;;;1,00;;;;;;;;;;;;;;;1,00;5,00;2,00;2,00;;2,00;4,00;;2,00;2,00;;;1,00;;3,00;
41.199.095.944;411.990;4.119.905;4;41;Ponta Grossa;2.067,55;311.611,0000000000000000;304.733,0;6.878,0;4;1;257;237;139;248;20;18/03/2020;2;1;4;31.08.2020;31-ago-2020;09-ago-1988;32;2,00;2,00;2,00;;;1,00;;;;;;;1,00;;;2,00;6,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;11;;1,00;;;;1,00;;;;;;;;1,00;;1,00;1,00;;;;5,00;2,00;2,00;;2,00;4,00;;2,00;2,00;;;1,00;;3,00;
41.199.095.944;411.990;4.119.905;4;41;Ponta Grossa;2.067,55;311.611,0000000000000000;304.733,0;6.878,0;4;0;256;238;139;248;20;03/11/2020;1;4;;31.08.2020;31-ago-2020;30-jul-1989;31;2,00;1,00;2,00;;1,00;;;;;;;;1,00;;;2,00;6,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;11;1,00;;;;;;;;1,00;;;;;;;1,00;;;;;5,00;2,00;2,00;;2,00;4,00;;2,00;2,00;;;1,00;;3,00;
