NU_IDENTIFICADOR;IBGE;q40_3;q40_8;q40_9;q40_10;q40_11;q40_12;q40_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d40_8;d40_8bin1;d40_8bin2;d40_8bin3;d40_9;d40_9bin1;d40_9bin2;d40_9bin3;d40_9bin4;d40_9bin5;d40_10;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_8bin1_sum;d40_8bin2_sum;d40_8bin3_sum;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_9bin4_sum;d40_9bin5_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;nu_trabalhador
492696;314240;0;257;273;138;21;20;26/09/2021;3142403;31;3;Moema;7028;6040;988;Pequeno I;202,705;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ; ;2; ;1; ;1; ;1; ; ;1;2
492696;314240;0;257;232;266;250;20;26/09/2021;3142403;31;3;Moema;7028;6040;988;Pequeno I;202,705;0;31.08.2022;8/31/2022;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1; ; ;2; ;1; ;1; ;1; ; ;1;2
492698;293190;0;255;239;266;370;20;01/01/2017;2931905;29;2;Tucano;52418;21958;30460;Médio;2185,013;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;4;1; ;1; ; ; ;1; ; ;4;5
492698;293190;1;255;239;266;370;20;01/01/2016;2931905;29;2;Tucano;52418;21958;30460;Médio;2185,013;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;4;1; ;1; ; ; ;1; ; ;4;5
492698;293190;0;256;239;266;370;20;01/02/2021;2931905;29;2;Tucano;52418;21958;30460;Médio;2185,013;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;4;1; ;1; ; ; ;1; ; ;4;5
492698;293190;1;257;273;138;21;20;12/05/2014;2931905;29;2;Tucano;52418;21958;30460;Médio;2185,013;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;4;1; ;1; ; ; ;1; ; ;4;5
492698;293190;1;255;239;266;370;20;01/01/2021;2931905;29;2;Tucano;52418;21958;30460;Médio;2185,013;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;4;1; ;1; ; ; ;1; ; ;4;5
492710;355475;0;257;281;292;21;18;06/03/2022;3554755;35;3;Trabiju;1544;1418;126;Pequeno I;63,421;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1
492716;130356;0;255;238;138;370;263;06/03/2020;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;8;2; ;1; ; ; ;1; ;1;8;10
492716;130356;0;255;238;142;370;20;01/12/2021;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;2; ;1; ; ; ;1; ;1;8;10
492716;130356;0;257;273;142;21;18;01/10/2021;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;8;2; ;1; ; ; ;1; ;1;8;10
492716;130356;1;255;239;142;254;20;03/10/2022;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;2; ;1; ; ; ;1; ;1;8;10
492716;130356;0;255;239;291;370;20;03/10/2022;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;2; ;1; ; ; ;1; ;1;8;10
492716;130356;0;255;238;142;370;20;01/09/2022;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;2; ;1; ; ; ;1; ;1;8;10
492716;130356;0;255;238;291;254;20;03/09/2018;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;8;2; ;1; ; ; ;1; ;1;8;10
492716;130356;0;255;238;292;370;20;01/01/2021;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;8;2; ;1; ; ; ;1; ;1;8;10
492716;130356;0;257;235;291;370;20;01/09/2022;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;8;2; ;1; ; ; ;1; ;1;8;10
492716;130356;0;255;239;142;250;20;01/01/2021;1303569;13;1;Rio Preto da Eva;25719;12205;13514;Pequeno II;5815,622;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;8;2; ;1; ; ; ;1; ;1;8;10
492724;421390;0;255;238;138;370;20;01/02/2020;4213906;42;4;Presidente Castello Bran;1725;553;1172;Pequeno I;65,605;0;31.08.2022;8/31/2022;6;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;1;2; ; ; ; ;2;3; ; ; ;3
492724;421390;0;257;274;138;21;20;04/04/2016;4213906;42;4;Presidente Castello Bran;1725;553;1172;Pequeno I;65,605;0;31.08.2022;8/31/2022;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ; ;1;2; ; ; ; ;2;3; ; ; ;3
492724;421390;0;257;274;138;249;272;03/04/2019;4213906;42;4;Presidente Castello Bran;1725;553;1172;Pequeno I;65,605;0;31.08.2022;8/31/2022;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ; ;1;2; ; ; ; ;2;3; ; ; ;3
492725;293330;0;255;238;266;254;20;19/08/2019;2933307;29;2;Vitória da Conquista;306866;274739;32127;Grande;3705,838;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1
492727;250940;0;257;275;292;21;20;04/01/2021;2509404;25;2;Mogeiro;12491;5583;6908;Pequeno I;214,389;0;31.08.2022;8/31/2022;4;2; ; ;1;1;1; ; ; ; ;3; ; ;1; ; ;3;2;1; ; ; ; ; ; ;2;3;5
492727;250940;0;255;238;292;370;263;04/01/2021;2509404;25;2;Mogeiro;12491;5583;6908;Pequeno I;214,389;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;3;2;1; ; ; ; ; ; ;2;3;5
492727;250940;0;257;237;266;370;20;04/01/2021;2509404;25;2;Mogeiro;12491;5583;6908;Pequeno I;214,389;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;3;2;1; ; ; ; ; ; ;2;3;5
492727;250940;0;256;240;266;370;20;04/01/2021;2509404;25;2;Mogeiro;12491;5583;6908;Pequeno I;214,389;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;3;2;1; ; ; ; ; ; ;2;3;5
492727;250940;1;256;237;266;370;20;04/01/2021;2509404;25;2;Mogeiro;12491;5583;6908;Pequeno I;214,389;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;3;2;1; ; ; ; ; ; ;2;3;5
492728;251370;0;255;238;266;252;20;01/02/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;0;255;238;266;370;18;02/01/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;0;257;232;266;21;20;01/02/2017;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;4;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;0;255;238;266;251;18;01/02/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;0;255;238;266;252;20;01/03/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;0;255;238;266;370;18;21/09/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;0;255;238;266;370;18;01/07/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;0;257;273;266;249;18;23/09/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;1;255;238;266;370;18;22/09/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;0;255;238;266;251;18;01/03/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492728;251370;0;255;238;266;370;18;01/07/2022;2513703;25;2;Santa Rita;120310;103717;16593;Grande;730,205;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;9;2; ;1; ;1; ; ; ; ;11;11
492734;270440;0;253;238;142;250;20;23/03/2022;2704401;27;2;Major Isidoro;18897;9306;9591;Pequeno I;448,849;0;31.08.2022;8/31/2022;3;0;1; ; ;6; ; ; ; ; ;4; ; ; ;1;1;5;1; ;1; ; ; ; ; ;1;6;7
492734;270440;0;255;239;266;370;20;16/09/2021;2704401;27;2;Major Isidoro;18897;9306;9591;Pequeno I;448,849;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;5;1; ;1; ; ; ; ; ;1;6;7
492734;270440;0;255;239;292;370;20;03/01/2021;2704401;27;2;Major Isidoro;18897;9306;9591;Pequeno I;448,849;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;1;5;1; ;1; ; ; ; ; ;1;6;7
