NU_IDENTIFICADOR;IBGE;q40_3;q40_8;q40_9;q40_10;q40_11;q40_12;q40_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d40_8;d40_8bin1;d40_8bin2;d40_8bin3;d40_9;d40_9bin1;d40_9bin2;d40_9bin3;d40_9bin4;d40_9bin5;d40_10;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_8bin1_sum;d40_8bin2_sum;d40_8bin3_sum;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_9bin4_sum;d40_9bin5_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;nu_trabalhador
487518;315200;0;257;273;138;250;20;03/01/2021;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;0;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ; ;2; ;1; ; ; ;2; ; ; ;2
487518;315200;0;257;237;138;21;20;03/01/2021;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;0;31.08.2022;8/31/2022;6;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ; ;2; ;1; ; ; ;2; ; ; ;2
487519;130260;0;255;239;293;370;20;04/04/2022;1302603;13;1;Manaus;1802014;1792881;9133;Metrópole;11401,092;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;2;1; ;1; ; ; ; ; ; ;3;3
487519;130260;1;255;239;293;370;20;04/04/2022;1302603;13;1;Manaus;1802014;1792881;9133;Metrópole;11401,092;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;2;1; ;1; ; ; ; ; ; ;3;3
487519;130260;0;257;273;293;21;20;04/04/2022;1302603;13;1;Manaus;1802014;1792881;9133;Metrópole;11401,092;0;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;1; ;1; ; ; ; ; ; ;3;3
487520;354470;0;255;238;139;370;272;03/01/2017;3544707;35;3;Sagres;2395;1819;576;Pequeno I;147,935;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;2; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1
487521;270240;1;257;237;292;21;20;04/01/2021;2702405;27;2;Delmiro Gouveia;48096;34854;13242;Pequeno II;626,69;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;1;1; ; ; ; ; ; ; ;1;1;2
487521;270240;0;255;239;142;370;20;01/02/2021;2702405;27;2;Delmiro Gouveia;48096;34854;13242;Pequeno II;626,69;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;1;1; ; ; ; ; ; ; ;1;1;2
487522;210810;1;257;275;138;21;20;04/01/2021;2108108;21;2;Paulo Ramos;20079;10825;9254;Pequeno II;1168,609;0;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ; ;4;2;1; ; ; ; ;4; ; ;2;6
487522;210810;0;255;238;142;370;20;04/01/2021;2108108;21;2;Paulo Ramos;20079;10825;9254;Pequeno II;1168,609;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;2;1; ; ; ; ;4; ; ;2;6
487522;210810;1;255;238;138;370;272;04/01/2021;2108108;21;2;Paulo Ramos;20079;10825;9254;Pequeno II;1168,609;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;4;2;1; ; ; ; ;4; ; ;2;6
487522;210810;0;255;239;138;370;272;18/09/2020;2108108;21;2;Paulo Ramos;20079;10825;9254;Pequeno II;1168,609;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;4;2;1; ; ; ; ;4; ; ;2;6
487522;210810;1;255;238;142;370;20;03/11/2021;2108108;21;2;Paulo Ramos;20079;10825;9254;Pequeno II;1168,609;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;2;1; ; ; ; ;4; ; ;2;6
487522;210810;1;257;237;138;370;20;04/01/2021;2108108;21;2;Paulo Ramos;20079;10825;9254;Pequeno II;1168,609;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;4;2;1; ; ; ; ;4; ; ;2;6
487524;140028;0;255;238;266;370;20;28/04/2017;1400282;14;1;Iracema;8696;4078;4618;Pequeno I;14351,133;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;3; ; ; ; ; ; ; ; ;1;2;3
487524;140028;0;255;238;292;21;20;28/04/2017;1400282;14;1;Iracema;8696;4078;4618;Pequeno I;14351,133;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;3; ; ; ; ; ; ; ; ;1;2;3
487524;140028;0;255;238;266;251;20;06/01/2020;1400282;14;1;Iracema;8696;4078;4618;Pequeno I;14351,133;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;3; ; ; ; ; ; ; ; ;1;2;3
487525;130100;0;255;238;266;370;20;09/08/2021;1301001;13;1;Carauari;25774;19744;6030;Pequeno II;25778,658;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6; ; ; ; ; ; ; ; ; ;6;6
487525;130100;1;255;238;266;370;20;01/09/2017;1301001;13;1;Carauari;25774;19744;6030;Pequeno II;25778,658;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6; ; ; ; ; ; ; ; ; ;6;6
487525;130100;0;255;238;266;370;20;01/02/2018;1301001;13;1;Carauari;25774;19744;6030;Pequeno II;25778,658;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6; ; ; ; ; ; ; ; ; ;6;6
487525;130100;1;255;238;266;21;20;20/02/2017;1301001;13;1;Carauari;25774;19744;6030;Pequeno II;25778,658;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6; ; ; ; ; ; ; ; ; ;6;6
487525;130100;0;255;238;266;370;20;21/02/2017;1301001;13;1;Carauari;25774;19744;6030;Pequeno II;25778,658;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6; ; ; ; ; ; ; ; ; ;6;6
487525;130100;0;255;238;266;370;20;02/01/2017;1301001;13;1;Carauari;25774;19744;6030;Pequeno II;25778,658;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;6; ; ; ; ; ; ; ; ; ;6;6
487526;290780;0;257;273;292;21;20;02/01/2017;2907806;29;2;Cícero Dantas;32300;17726;14574;Pequeno II;863,932;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;1;3;5; ;3; ; ; ; ; ;1;8;9
487526;290780;0;255;239;266;251;20;03/09/2018;2907806;29;2;Cícero Dantas;32300;17726;14574;Pequeno II;863,932;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;3;5; ;3; ; ; ; ; ;1;8;9
487526;290780;1;253;239;266;254;20;03/09/2018;2907806;29;2;Cícero Dantas;32300;17726;14574;Pequeno II;863,932;0;31.08.2022;8/31/2022;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;3;5; ;3; ; ; ; ; ;1;8;9
487526;290780;0;257;273;266;249;18;01/03/2020;2907806;29;2;Cícero Dantas;32300;17726;14574;Pequeno II;863,932;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;3;5; ;3; ; ; ; ; ;1;8;9
487526;290780;0;257;235;266;370;20;09/02/2018;2907806;29;2;Cícero Dantas;32300;17726;14574;Pequeno II;863,932;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;3;5; ;3; ; ; ; ; ;1;8;9
487526;290780;0;257;273;266;254;18;01/03/2020;2907806;29;2;Cícero Dantas;32300;17726;14574;Pequeno II;863,932;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;3;5; ;3; ; ; ; ; ;1;8;9
487526;290780;1;255;239;266;370;20;09/02/2018;2907806;29;2;Cícero Dantas;32300;17726;14574;Pequeno II;863,932;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;3;5; ;3; ; ; ; ; ;1;8;9
487526;290780;0;255;239;266;370;20;09/02/2018;2907806;29;2;Cícero Dantas;32300;17726;14574;Pequeno II;863,932;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;3;5; ;3; ; ; ; ; ;1;8;9
487526;290780;0;257;239;266;370;18;01/03/2018;2907806;29;2;Cícero Dantas;32300;17726;14574;Pequeno II;863,932;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;3;5; ;3; ; ; ; ; ;1;8;9
487527;510792;0;257;235;291;370;20;03/10/2022;5107925;51;5;Sorriso;66521;58364;8157;Médio;9347,556;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1;1
487528;270580;1;257;237;142;21;20;01/04/2021;2705804;27;2;Olho d'Água do Casado;8491;4027;4464;Pequeno I;321,43;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;5;1; ; ; ; ; ; ; ; ;7;7
487528;270580;1;255;238;142;254;18;01/03/2017;2705804;27;2;Olho d'Água do Casado;8491;4027;4464;Pequeno I;321,43;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;5;1; ; ; ; ; ; ; ; ;7;7
487528;270580;0;256;238;142;370;272;01/04/2020;2705804;27;2;Olho d'Água do Casado;8491;4027;4464;Pequeno I;321,43;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;5;1; ; ; ; ; ; ; ; ;7;7
487528;270580;0;253;239;142;251;20;04/01/2021;2705804;27;2;Olho d'Água do Casado;8491;4027;4464;Pequeno I;321,43;0;31.08.2022;8/31/2022;2;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;5;1; ; ; ; ; ; ; ; ;7;7
487528;270580;0;255;238;142;370;20;04/01/2021;2705804;27;2;Olho d'Água do Casado;8491;4027;4464;Pequeno I;321,43;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;5;1; ; ; ; ; ; ; ; ;7;7
487528;270580;0;256;238;142;370;20;04/01/2021;2705804;27;2;Olho d'Água do Casado;8491;4027;4464;Pequeno I;321,43;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;5;1; ; ; ; ; ; ; ; ;7;7
487528;270580;0;255;238;142;370;20;04/01/2021;2705804;27;2;Olho d'Água do Casado;8491;4027;4464;Pequeno I;321,43;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;5;1; ; ; ; ; ; ; ; ;7;7
487529;510792;0;256;237;292;251;20;01/02/2019;5107925;51;5;Sorriso;66521;58364;8157;Médio;9347,556;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ;1
487532;431440;0;260;237;138;251;18;14/02/2012;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;1;260;283;292;21;20;25/01/2021;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;257;239;292;251;20;23/05/2016;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;256;239;139;254;272;12/12/2011;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;257;232;138;370;18;18/01/2018;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;3;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;256;239;139;254;20;01/04/2001;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;6;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;255;239;139;254;20;25/03/2002;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;6;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;254;238;139;254;20;04/04/2001;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;6;0;1; ; ;6; ; ; ; ; ;2; ;1; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;1;255;239;139;254;20;16/12/2002;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;6;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;255;239;139;370;18;28/07/2003;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;255;239;139;370;20;12/04/2001;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;256;239;139;370;20;16/12/2002;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;257;237;292;370;20;16/05/2016;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;257;273;138;249;18;11/10/2017;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;1;256;239;138;254;20;10/04/2001;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;255;238;292;254;20;27/01/2021;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;255;239;139;254;20;19/03/2002;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;255;239;138;252;20;28/08/2017;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;0;256;237;292;370;20;10/11/2021;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487532;431440;1;257;232;292;370;20;25/01/2022;4314407;43;4;Pelotas;328275;306193;22082;Grande;1610,084;0;31.08.2022;8/31/2022;4;2; ; ;1;4; ; ; ;1; ;3; ; ;1; ;1;12;7; ;1; ;2; ;5;9;6; ;20
487535;312470;0;257;237;138;21;20;29/04/2010;3124708;31;3;Estrela do Indaiá;3516;2777;739;Pequeno I;635,981;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ; ;2; ; ; ; ; ;2; ; ; ;2
487535;312470;0;257;237;138;250;20;01/11/2022;3124708;31;3;Estrela do Indaiá;3516;2777;739;Pequeno I;635,981;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ; ;2; ; ; ; ; ;2; ; ; ;2
487537;260920;0;255;238;266;370;272;04/01/2021;2609204;26;2;Maraial;12230;8559;3671;Pequeno I;199,867;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4; ; ; ; ; ; ; ; ;1;3;4
487537;260920;0;255;238;292;21;272;04/01/2021;2609204;26;2;Maraial;12230;8559;3671;Pequeno I;199,867;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;4; ; ; ; ; ; ; ; ;1;3;4
487537;260920;0;255;238;266;370;20;06/07/2021;2609204;26;2;Maraial;12230;8559;3671;Pequeno I;199,867;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4; ; ; ; ; ; ; ; ;1;3;4
487537;260920;0;255;238;266;370;20;06/07/2021;2609204;26;2;Maraial;12230;8559;3671;Pequeno I;199,867;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4; ; ; ; ; ; ; ; ;1;3;4
487539;230425;1;258;237;292;21;20;02/01/2017;2304251;23;2;Cruz;22479;9569;12910;Pequeno II;329,945;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;2;3;1;1; ; ; ; ; ;1;4;5
487539;230425;0;257;275;266;370;20;02/01/2020;2304251;23;2;Cruz;22479;9569;12910;Pequeno II;329,945;0;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1; ;2;3;1;1; ; ; ; ; ;1;4;5
487539;230425;0;257;273;266;251;20;02/01/2021;2304251;23;2;Cruz;22479;9569;12910;Pequeno II;329,945;0;31.08.2022;8/31/2022;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;2;3;1;1; ; ; ; ; ;1;4;5
487539;230425;1;255;239;266;251;20;02/02/2022;2304251;23;2;Cruz;22479;9569;12910;Pequeno II;329,945;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;2;3;1;1; ; ; ; ; ;1;4;5
487539;230425;0;255;238;266;370;20;02/01/2020;2304251;23;2;Cruz;22479;9569;12910;Pequeno II;329,945;0;31.08.2022;8/31/2022;1;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;2;3;1;1; ; ; ; ; ;1;4;5
487540;411410;0;255;239;138;370;20;15/08/2019;4114104;41;4;Mandaguaçu;19781;17585;2196;Pequeno I;294,019;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;4; ; ; ; ; ; ;2; ;2; ;4
487540;411410;0;256;239;138;252;20;13/06/2021;4114104;41;4;Mandaguaçu;19781;17585;2196;Pequeno I;294,019;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;4; ; ; ; ; ; ;2; ;2; ;4
487540;411410;0;255;239;292;251;20;20/04/2020;4114104;41;4;Mandaguaçu;19781;17585;2196;Pequeno I;294,019;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;4; ; ; ; ; ; ;2; ;2; ;4
487540;411410;1;255;239;292;254;20;04/01/2021;4114104;41;4;Mandaguaçu;19781;17585;2196;Pequeno I;294,019;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;4; ; ; ; ; ; ;2; ;2; ;4
487542;110010;0;258;237;138;370;20;17/01/2022;1100106;11;1;Guajará-Mirim;41656;35207;6449;Pequeno II;24855,724;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;1;3; ; ; ; ; ;3; ;1; ;4
487542;110010;0;257;237;138;251;20;01/02/2022;1100106;11;1;Guajará-Mirim;41656;35207;6449;Pequeno II;24855,724;0;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;1;3; ; ; ; ; ;3; ;1; ;4
487542;110010;0;258;237;138;370;20;08/07/2019;1100106;11;1;Guajará-Mirim;41656;35207;6449;Pequeno II;24855,724;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;1;3; ; ; ; ; ;3; ;1; ;4
487542;110010;0;255;238;292;21;20;04/10/2021;1100106;11;1;Guajará-Mirim;41656;35207;6449;Pequeno II;24855,724;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;1;3; ; ; ; ; ;3; ;1; ;4
487543;170710;0;255;238;266;370;20;01/01/2021;1707108;17;1;Divinópolis do Tocantins;6363;4466;1897;Pequeno I;2347,434;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;2;2;1; ; ; ; ; ; ; ;4;4
487543;170710;0;255;238;266;250;20;01/02/2021;1707108;17;1;Divinópolis do Tocantins;6363;4466;1897;Pequeno I;2347,434;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;2;2;1; ; ; ; ; ; ; ;4;4
487543;170710;1;257;275;266;21;20;01/07/2022;1707108;17;1;Divinópolis do Tocantins;6363;4466;1897;Pequeno I;2347,434;0;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1; ;2;2;1; ; ; ; ; ; ; ;4;4
487543;170710;0;257;238;266;370;20;30/09/2022;1707108;17;1;Divinópolis do Tocantins;6363;4466;1897;Pequeno I;2347,434;0;31.08.2022;8/31/2022;2;2; ; ;1;6; ; ; ; ; ;4; ; ; ;1; ;2;2;1; ; ; ; ; ; ; ;4;4
487544;293076;1;255;238;138;370;20;07/01/2019;2930766;29;2;Sítio do Quinto;12592;5172;7420;Pequeno I;700,167;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;2; ; ; ; ; ; ;1; ; ;1;2
487544;293076;0;256;237;266;21;20;05/01/2021;2930766;29;2;Sítio do Quinto;12592;5172;7420;Pequeno I;700,167;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;2; ; ; ; ; ; ;1; ; ;1;2
487545;230080;1;257;237;138;370;20;23/05/2005;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;3;4;2; ; ; ; ;2;1;1;3;7
487545;230080;0;255;239;266;251;20;13/03/2013;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;3;4;2; ; ; ; ;2;1;1;3;7
487545;230080;0;257;275;138;370;20;01/06/2016;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104;0;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ; ;3;4;2; ; ; ; ;2;1;1;3;7
487545;230080;0;257;235;266;251;20;20/01/2021;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;3;4;2; ; ; ; ;2;1;1;3;7
487545;230080;0;257;275;292;21;20;01/01/2021;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104;0;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;3; ; ;1; ; ;3;4;2; ; ; ; ;2;1;1;3;7
487545;230080;0;255;239;266;370;20;03/03/2020;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;3;4;2; ; ; ; ;2;1;1;3;7
487545;230080;0;255;239;139;251;20;01/01/2021;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;2; ;1; ; ; ;3;4;2; ; ; ; ;2;1;1;3;7
487546;150320;0;257;273;292;21;20;12/04/2021;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;2;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;1;255;239;266;370;20;01/08/2022;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;1;255;239;266;370;20;01/08/2022;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;0;256;237;266;370;20;06/01/2021;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;0;255;238;266;370;20;21/08/2022;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;0;257;237;266;370;20;15/01/2021;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
487546;150320;1;255;238;266;370;20;03/03/2022;1503200;15;1;Igarapé-Açu;35887;21207;14680;Pequeno II;785,983;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;10;2; ;1; ; ; ;1; ;1;10;12
